,user1,similarity,group,phase,user2,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10,count
578,jscastelblancoh,0.06622516556291391,3,3,jscastelblancoh,0.0,0.0,3.0,2.0,9.0
579,juclopezso,0.01639344262295082,3,3,juclopezso,1.0,3.0,3.0,2.0,1.0
580,afforeroc,0.03305785123966942,3,3,afforeroc,1.0,4.0,3.0,2.0,0.0
581,dagofonseca,0.04843304843304843,3,3,dagofonseca,0.0,0.0,2.0,2.0,2.0
582,lacardenasv,0.05732484076433121,3,3,lacardenasv,1.0,2.0,5.0,4.0,11.0
583,oacastillol,0.07488986784140969,3,3,oacastillol,2.0,1.0,5.0,1.0,2.0
584,ncampuzano,0.041237113402061855,3,3,ncampuzano,1.0,3.0,4.0,2.0,8.0
585,adriel62,0.17037037037037037,3,3,adriel62,1.0,3.0,5.0,2.0,2.0
586,capinzor,0.17647058823529413,3,3,capinzor,0.0,0.0,2.0,2.0,1.0
587,ofnanezn,0.04142011834319527,3,3,ofnanezn,0.0,1.0,6.0,2.0,1.0
588,macuestap,0.06349206349206349,3,3,macuestap,0.0,1.0,4.0,1.0,1.0
589,spenas,0.021897810218978103,3,3,spenas,5.0,4.0,6.0,1.0,0.0
590,kgbayala528,0.07109004739336493,3,3,kgbayala528,1.0,5.0,6.0,2.0,1.0
591,lgmoralesa,0.07926829268292683,3,3,lgmoralesa,2.0,2.0,4.0,3.0,3.0
592,ronaldsg20,0.052980132450331126,3,3,ronaldsg20,0.0,3.0,5.0,2.0,3.0
593,cccristanchoc,0.06875,3,3,cccristanchoc,1.0,1.0,4.0,1.0,1.0
594,jmalvarezd,0.09554140127388536,3,3,jmalvarezd,3.0,3.0,5.0,2.0,2.0
595,smarquezo,0.008264462809917356,3,3,smarquezo,0.0,0.0,2.0,0.0,1.0
596,sarizag,0.072992700729927,3,3,sarizag,4.0,3.0,6.0,2.0,1.0
597,Chranium,0.01652892561983471,3,3,Chranium,4.0,5.0,6.0,2.0,0.0
598,DavidQP,0.039473684210526314,3,3,DavidQP,2.0,3.0,4.0,3.0,1.0
599,afceballosr,0.08,3,3,afceballosr,1.0,3.0,5.0,2.0,3.0
600,lizzyt10h,0.0546875,3,3,lizzyt10h,2.0,1.0,5.0,2.0,3.0
601,NicolasPrr,0.03759398496240601,3,3,NicolasPrr,3.0,4.0,3.0,2.0,1.0
602,jumcorredorro,0.09230769230769231,3,3,jumcorredorro,1.0,1.0,5.0,2.0,3.0
603,lemartinp,0.058823529411764705,3,4,lemartinp,0.0,0.0,4.0,1.0,1.0
604,juligarji,0.00600375234521576,3,4,juligarji,4.0,4.0,5.0,3.0,7.0
605,nfmorenog,0.055900621118012424,3,4,nfmorenog,0.0,2.0,3.0,1.0,1.0
606,AFelipeGA,0.006938020351526364,3,4,AFelipeGA,4.0,3.0,5.0,2.0,0.0
607,mballeng91,0.01020408163265306,3,4,mballeng91,2.0,6.0,6.0,2.0,1.0
608,dduartec,0.05188679245283019,3,4,dduartec,1.0,5.0,4.0,1.0,0.0
609,srmedinac,0.04819277108433735,3,4,srmedinac,1.0,2.0,4.0,1.0,1.0
610,wilson911013,0.008333333333333333,3,4,wilson911013,0.0,1.0,2.0,1.0,1.0
611,wapiravaguens,0.06315789473684211,3,4,wapiravaguens,0.0,1.0,4.0,2.0,1.0
612,davidh17,0.10106382978723404,3,4,davidh17,3.0,3.0,5.0,3.0,0.0
613,DianaNavarrete,0.016260162601626018,3,4,DianaNavarrete,0.0,1.0,5.0,2.0,0.0
614,jorge52an,0.072,3,4,jorge52an,4.0,4.0,5.0,2.0,8.0
615,jscastelblancoh,0.06884057971014493,3,4,jscastelblancoh,0.0,0.0,3.0,2.0,13.0
616,juclopezso,0.06521739130434782,3,4,juclopezso,1.0,3.0,3.0,2.0,1.0
617,afforeroc,0.03305785123966942,3,4,afforeroc,1.0,4.0,3.0,2.0,0.0
618,dagofonseca,0.04748603351955307,3,4,dagofonseca,0.0,0.0,2.0,2.0,1.0
619,lacardenasv,0.008399440037330844,3,4,lacardenasv,1.0,2.0,5.0,4.0,11.0
620,oacastillol,0.053268765133171914,3,4,oacastillol,2.0,1.0,5.0,1.0,2.0
621,ncampuzano,0.04081632653061224,3,4,ncampuzano,1.0,3.0,4.0,2.0,4.0
622,adriel62,0.00452755905511811,3,4,adriel62,1.0,3.0,5.0,2.0,9.0
623,capinzor,0.014940752189592994,3,4,capinzor,0.0,0.0,2.0,2.0,1.0
624,ofnanezn,0.04142011834319527,3,4,ofnanezn,0.0,1.0,6.0,2.0,0.0
625,macuestap,0.06299212598425197,3,4,macuestap,0.0,1.0,4.0,1.0,1.0
626,spenas,0.021897810218978103,3,4,spenas,5.0,4.0,6.0,1.0,0.0
627,kgbayala528,0.07109004739336493,3,4,kgbayala528,1.0,5.0,6.0,2.0,0.0
628,lgmoralesa,0.09090909090909091,3,4,lgmoralesa,2.0,2.0,4.0,3.0,3.0
629,ronaldsg20,0.056338028169014086,3,4,ronaldsg20,0.0,3.0,5.0,2.0,2.0
630,cccristanchoc,0.06593406593406594,3,4,cccristanchoc,1.0,1.0,4.0,1.0,1.0
631,jmalvarezd,0.09554140127388536,3,4,jmalvarezd,3.0,3.0,5.0,2.0,1.0
632,smarquezo,0.03731343283582089,3,4,smarquezo,0.0,0.0,2.0,0.0,1.0
633,sarizag,0.07194244604316546,3,4,sarizag,4.0,3.0,6.0,2.0,1.0
634,Chranium,0.01652892561983471,3,4,Chranium,4.0,5.0,6.0,2.0,0.0
635,DavidQP,0.04516129032258064,3,4,DavidQP,2.0,3.0,4.0,3.0,1.0
636,afceballosr,0.1056338028169014,3,4,afceballosr,1.0,3.0,5.0,2.0,0.0
637,lizzyt10h,0.05747126436781609,3,4,lizzyt10h,2.0,1.0,5.0,2.0,2.0
638,NicolasPrr,0.028423772609819122,3,4,NicolasPrr,3.0,4.0,3.0,2.0,3.0
639,jumcorredorro,0.06766917293233082,3,4,jumcorredorro,1.0,1.0,5.0,2.0,1.0
640,lemartinp,0.058823529411764705,3,5,lemartinp,0.0,0.0,4.0,1.0,1.0
641,juligarji,0.005994754589733983,3,5,juligarji,4.0,4.0,5.0,3.0,2.0
642,nfmorenog,0.055900621118012424,3,5,nfmorenog,0.0,2.0,3.0,1.0,0.0
643,AFelipeGA,0.006938020351526364,3,5,AFelipeGA,4.0,3.0,5.0,2.0,0.0
644,mballeng91,0.01020408163265306,3,5,mballeng91,2.0,6.0,6.0,2.0,1.0
645,dduartec,0.011948908117016894,3,5,dduartec,1.0,5.0,4.0,1.0,1.0
646,srmedinac,0.04819277108433735,3,5,srmedinac,1.0,2.0,4.0,1.0,0.0
647,wilson911013,0.008333333333333333,3,5,wilson911013,0.0,1.0,2.0,1.0,0.0
648,wapiravaguens,0.06153846153846154,3,5,wapiravaguens,0.0,1.0,4.0,2.0,1.0
649,davidh17,0.09574468085106383,3,5,davidh17,3.0,3.0,5.0,3.0,0.0
650,DianaNavarrete,0.016260162601626018,3,5,DianaNavarrete,0.0,1.0,5.0,2.0,0.0
651,jdmonroyg,0.047619047619047616,3,5,jdmonroyg,0.0,1.0,4.0,1.0,2.0
652,jorge52an,0.06601466992665037,3,5,jorge52an,4.0,4.0,5.0,2.0,12.0
653,jscastelblancoh,0.06405693950177936,3,5,jscastelblancoh,0.0,0.0,3.0,2.0,8.0
654,juclopezso,0.06474820143884892,3,5,juclopezso,1.0,3.0,3.0,2.0,1.0
655,afforeroc,0.03305785123966942,3,5,afforeroc,1.0,4.0,3.0,2.0,0.0
656,dagofonseca,0.0456989247311828,3,5,dagofonseca,0.0,0.0,2.0,2.0,2.0
657,lacardenasv,0.008348794063079777,3,5,lacardenasv,1.0,2.0,5.0,4.0,5.0
658,oacastillol,0.04578313253012048,3,5,oacastillol,2.0,1.0,5.0,1.0,1.0
659,ncampuzano,0.19457013574660634,3,5,ncampuzano,1.0,3.0,4.0,2.0,4.0
660,adriel62,0.0648854961832061,3,5,adriel62,1.0,3.0,5.0,2.0,7.0
661,capinzor,0.01184956208140134,3,5,capinzor,0.0,0.0,2.0,2.0,6.0
662,ofnanezn,0.04142011834319527,3,5,ofnanezn,0.0,1.0,6.0,2.0,0.0
663,macuestap,0.06299212598425197,3,5,macuestap,0.0,1.0,4.0,1.0,0.0
664,spenas,0.021897810218978103,3,5,spenas,5.0,4.0,6.0,1.0,0.0
665,kgbayala528,0.07109004739336493,3,5,kgbayala528,1.0,5.0,6.0,2.0,0.0
666,lgmoralesa,0.0893854748603352,3,5,lgmoralesa,2.0,2.0,4.0,3.0,4.0
667,ronaldsg20,0.06779661016949153,3,5,ronaldsg20,0.0,3.0,5.0,2.0,3.0
668,cccristanchoc,0.06862745098039216,3,5,cccristanchoc,1.0,1.0,4.0,1.0,1.0
669,jmalvarezd,0.09615384615384616,3,5,jmalvarezd,3.0,3.0,5.0,2.0,2.0
670,smarquezo,0.07692307692307693,3,5,smarquezo,0.0,0.0,2.0,0.0,1.0
671,sarizag,0.09722222222222222,3,5,sarizag,4.0,3.0,6.0,2.0,2.0
672,Chranium,0.01652892561983471,3,5,Chranium,4.0,5.0,6.0,2.0,0.0
673,DavidQP,0.04790419161676647,3,5,DavidQP,2.0,3.0,4.0,3.0,1.0
674,afceballosr,0.10344827586206896,3,5,afceballosr,1.0,3.0,5.0,2.0,1.0
675,lizzyt10h,0.06043956043956044,3,5,lizzyt10h,2.0,1.0,5.0,2.0,5.0
676,NicolasPrr,0.0546218487394958,3,5,NicolasPrr,3.0,4.0,3.0,2.0,1.0
677,jumcorredorro,0.06405693950177936,3,5,jumcorredorro,1.0,1.0,5.0,2.0,1.0
