,user1,user2,user1_phase,user2_phase,similarity,stage,group,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10,count
530,Danielsv9207,jdmonroyg,3,4,0.0,3,3,0.0,1.0,4.0,1.0,4.0
531,jdmonroyg,feartheGru,3,4,0.0,3,3,2.0,2.0,5.0,2.0,0.0
532,wilson911013,JhonEmmanuelTorres,3,4,0.0,3,3,5.0,4.0,5.0,2.0,0.0
533,AFelipeGA,lacardenasv,3,4,0.11228716060745514,3,3,1.0,2.0,5.0,4.0,11.0
534,dagofonseca,oacastillol,3,4,0.2660550458715596,3,3,2.0,1.0,5.0,1.0,2.0
535,ofnanezn,srmedinac,3,4,0.32352941176470584,3,3,1.0,2.0,4.0,1.0,1.0
536,srmedinac,ofnanezn,3,4,0.33333333333333337,3,3,0.0,1.0,6.0,2.0,0.0
537,DavidQP,spenas,3,4,0.6521739130434783,3,3,5.0,4.0,6.0,1.0,0.0
538,dagofonseca,NicolasPrr,3,4,0.6570188133140376,3,3,3.0,4.0,3.0,2.0,3.0
539,afforeroc,Chranium,3,4,0.6666666666666667,3,3,4.0,5.0,6.0,2.0,0.0
540,Chranium,afforeroc,3,4,0.6666666666666667,3,3,1.0,4.0,3.0,2.0,0.0
541,Chranium,DianaNavarrete,3,4,0.6666666666666667,3,3,0.0,1.0,5.0,2.0,0.0
542,capinzor,lgmoralesa,3,4,0.6796116504854368,3,3,2.0,2.0,4.0,3.0,3.0
543,spenas,DavidQP,3,4,0.6799999999999999,3,3,2.0,3.0,4.0,3.0,1.0
544,sarizag,macuestap,3,4,0.6857142857142857,3,3,0.0,1.0,4.0,1.0,1.0
545,macuestap,sarizag,3,4,0.6944444444444444,3,3,4.0,3.0,6.0,2.0,1.0
546,lemartinp,smarquezo,3,4,0.7142857142857143,3,3,0.0,0.0,2.0,0.0,1.0
547,lizzyt10h,lemartinp,3,4,0.7352941176470589,3,3,0.0,0.0,4.0,1.0,1.0
548,lacardenasv,juclopezso,3,4,0.7377049180327868,3,3,1.0,3.0,3.0,2.0,1.0
549,capinzor,cccristanchoc,3,4,0.7454545454545455,3,3,1.0,1.0,4.0,1.0,1.0
550,nfmorenog,jmalvarezd,3,4,0.7529411764705882,3,3,3.0,3.0,5.0,2.0,1.0
551,jmalvarezd,nfmorenog,3,4,0.7529411764705882,3,3,0.0,2.0,3.0,1.0,1.0
552,macuestap,afceballosr,3,4,0.7777777777777778,3,3,1.0,3.0,5.0,2.0,0.0
553,adriel62,davidh17,3,4,0.794392523364486,3,3,3.0,3.0,5.0,3.0,0.0
554,lacardenasv,lizzyt10h,3,4,0.8125,3,3,2.0,1.0,5.0,2.0,2.0
555,nfmorenog,kgbayala528,3,4,0.8235294117647058,3,3,1.0,5.0,6.0,2.0,0.0
556,nfmorenog,ncampuzano,3,4,0.85,3,3,1.0,3.0,4.0,2.0,4.0
557,jmalvarezd,wapiravaguens,3,4,0.859504132231405,3,3,0.0,1.0,4.0,2.0,1.0
558,jmalvarezd,dduartec,3,4,0.8642857142857143,3,3,1.0,5.0,4.0,1.0,0.0
559,sarizag,ronaldsg20,3,4,0.8760330578512396,3,3,0.0,3.0,5.0,2.0,2.0
560,oacastillol,jumcorredorro,3,4,0.8854961832061069,3,3,1.0,1.0,5.0,2.0,1.0
561,afforeroc,wilson911013,3,4,0.8888888888888888,3,3,0.0,1.0,2.0,1.0,1.0
562,wapiravaguens,jscastelblancoh,3,4,0.9079497907949791,3,3,0.0,0.0,3.0,2.0,13.0
563,jmalvarezd,dagofonseca,3,4,0.9125874125874126,3,3,0.0,0.0,2.0,2.0,1.0
564,jumcorredorro,jorge52an,3,4,0.9559228650137741,3,3,4.0,4.0,5.0,2.0,8.0
565,juligarji,capinzor,3,4,0.9699194694457604,3,3,0.0,0.0,2.0,2.0,1.0
566,juligarji,AFelipeGA,3,4,0.9715575620767495,3,3,4.0,3.0,5.0,2.0,0.0
567,AFelipeGA,juligarji,3,4,0.9717463848720801,3,3,4.0,4.0,5.0,3.0,7.0
568,juligarji,adriel62,3,4,0.9768904690277588,3,3,1.0,3.0,5.0,2.0,9.0
569,ronaldsg20,mballeng91,3,4,0.9814814814814815,3,3,2.0,6.0,6.0,2.0,1.0
570,JhonEmmanuelTorres,Danielsv9207,4,5,0.0,4,3,1.0,1.0,1.0,3.0,0.0
571,jdmonroyg,JhonEmmanuelTorres,4,5,0.0,4,3,5.0,4.0,5.0,2.0,0.0
572,JhonEmmanuelTorres,feartheGru,4,5,0.0,4,3,2.0,2.0,5.0,2.0,0.0
573,lacardenasv,AFelipeGA,4,5,0.11228716060745514,4,3,4.0,3.0,5.0,2.0,0.0
574,AFelipeGA,lacardenasv,4,5,0.1175663311985361,4,3,1.0,2.0,5.0,4.0,5.0
575,dagofonseca,oacastillol,4,5,0.2688821752265861,4,3,2.0,1.0,5.0,1.0,1.0
576,oacastillol,dagofonseca,4,5,0.29565217391304344,4,3,0.0,0.0,2.0,2.0,2.0
577,ofnanezn,srmedinac,4,5,0.32352941176470584,4,3,1.0,2.0,4.0,1.0,0.0
578,srmedinac,ofnanezn,4,5,0.32352941176470584,4,3,0.0,1.0,6.0,2.0,0.0
579,lgmoralesa,smarquezo,4,5,0.5,4,3,0.0,0.0,2.0,0.0,1.0
580,afforeroc,jdmonroyg,4,5,0.6,4,3,0.0,1.0,4.0,1.0,2.0
581,DianaNavarrete,Chranium,4,5,0.6666666666666667,4,3,4.0,5.0,6.0,2.0,0.0
582,Chranium,DianaNavarrete,4,5,0.6666666666666667,4,3,0.0,1.0,5.0,2.0,0.0
583,Chranium,afforeroc,4,5,0.6666666666666667,4,3,1.0,4.0,3.0,2.0,0.0
584,DavidQP,spenas,4,5,0.6799999999999999,4,3,5.0,4.0,6.0,1.0,0.0
585,sarizag,macuestap,4,5,0.7027027027027026,4,3,0.0,1.0,4.0,1.0,0.0
586,spenas,DavidQP,4,5,0.746031746031746,4,3,2.0,3.0,4.0,3.0,1.0
587,nfmorenog,jmalvarezd,4,5,0.75,4,3,3.0,3.0,5.0,2.0,2.0
588,jmalvarezd,nfmorenog,4,5,0.7529411764705882,4,3,0.0,2.0,3.0,1.0,0.0
589,macuestap,sarizag,4,5,0.7608695652173914,4,3,4.0,3.0,6.0,2.0,2.0
590,lgmoralesa,cccristanchoc,4,5,0.7832167832167832,4,3,1.0,1.0,4.0,1.0,1.0
591,cccristanchoc,lgmoralesa,4,5,0.7857142857142857,4,3,2.0,2.0,4.0,3.0,4.0
592,sarizag,lemartinp,4,5,0.7872340425531915,4,3,0.0,0.0,4.0,1.0,1.0
593,macuestap,afceballosr,4,5,0.7959183673469388,4,3,1.0,3.0,5.0,2.0,1.0
594,jmalvarezd,NicolasPrr,4,5,0.8164556962025317,4,3,3.0,4.0,3.0,2.0,1.0
595,lgmoralesa,davidh17,4,5,0.8175182481751825,4,3,3.0,3.0,5.0,3.0,0.0
596,nfmorenog,kgbayala528,4,5,0.8235294117647058,4,3,1.0,5.0,6.0,2.0,0.0
597,sarizag,ronaldsg20,4,5,0.8275862068965517,4,3,0.0,3.0,5.0,2.0,3.0
598,jmalvarezd,juclopezso,4,5,0.8333333333333334,4,3,1.0,3.0,3.0,2.0,1.0
599,lemartinp,lizzyt10h,4,5,0.8522727272727273,4,3,2.0,1.0,5.0,2.0,5.0
600,jmalvarezd,wapiravaguens,4,5,0.856,4,3,0.0,1.0,4.0,2.0,1.0
601,wapiravaguens,ncampuzano,4,5,0.8780487804878049,4,3,1.0,3.0,4.0,2.0,4.0
602,afceballosr,jumcorredorro,4,5,0.8888888888888888,4,3,1.0,1.0,5.0,2.0,1.0
603,afforeroc,wilson911013,4,5,0.8888888888888888,4,3,0.0,1.0,2.0,1.0,0.0
604,jumcorredorro,adriel62,4,5,0.9063545150501673,4,3,1.0,3.0,5.0,2.0,7.0
605,davidh17,jscastelblancoh,4,5,0.9068825910931174,4,3,0.0,0.0,3.0,2.0,8.0
606,jscastelblancoh,jorge52an,4,5,0.9534883720930233,4,3,4.0,4.0,5.0,2.0,12.0
607,NicolasPrr,capinzor,4,5,0.9647251845775225,4,3,0.0,0.0,2.0,2.0,6.0
608,juligarji,dduartec,4,5,0.9695121951219512,4,3,1.0,5.0,4.0,1.0,1.0
609,capinzor,juligarji,4,5,0.9704100652376515,4,3,4.0,4.0,5.0,3.0,2.0
610,jumcorredorro,mballeng91,4,5,0.9852941176470589,4,3,2.0,6.0,6.0,2.0,1.0
