,user1,user2,user1_phase,user2_phase,similarity,stage,group,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10,count,improve-ur,improve-vis,improve-total,improve-novel,improve-tech
546,AFelipeGA,DianaNavarrete,3,4,0.625,3,3,0.0,1.0,5.0,2.0,0.0,-40.0,8.329999999999998,-31.67,0.0,0.0
547,capinzor,ncampuzano,3,4,0.6526315789473685,3,3,1.0,3.0,4.0,2.0,4.0,20.0,8.329999999999998,28.33,0.0,0.0
548,dagofonseca,NicolasPrr,3,4,0.6570188133140376,3,3,3.0,4.0,3.0,2.0,3.0,0.0,0.0,12.5,0.0,12.5
549,lizzyt10h,macuestap,3,4,0.6666666666666667,3,3,0.0,1.0,4.0,1.0,1.0,0.0,4.170000000000002,4.1699999999999875,0.0,0.0
550,capinzor,lgmoralesa,3,4,0.6796116504854368,3,3,2.0,2.0,4.0,3.0,3.0,40.0,-8.329999999999998,27.5,-4.170000000000002,0.0
551,macuestap,sarizag,3,4,0.6944444444444444,3,3,4.0,3.0,6.0,2.0,1.0,0.0,0.0,62.5,62.5,0.0
552,adriel62,lacardenasv,3,4,0.7,3,3,1.0,2.0,5.0,4.0,11.0,0.0,-16.67,-4.170000000000016,0.0,0.0
553,lemartinp,smarquezo,3,4,0.7142857142857143,3,3,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
554,ncampuzano,jmalvarezd,3,4,0.7162162162162162,3,3,3.0,3.0,5.0,2.0,1.0,-40.0,-16.67,-56.66999999999999,0.0,0.0
555,DavidQP,lemartinp,3,4,0.7352941176470589,3,3,0.0,0.0,4.0,1.0,1.0,60.0,4.159999999999997,164.16,75.0,25.0
556,jmalvarezd,nfmorenog,3,4,0.7529411764705882,3,3,0.0,2.0,3.0,1.0,1.0,0.0,0.0,-12.500000000000014,-12.5,0.0
557,lgmoralesa,spenas,3,4,0.7538461538461538,3,3,5.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
558,macuestap,afceballosr,3,4,0.7777777777777778,3,3,1.0,3.0,5.0,2.0,0.0,20.0,16.67,161.67000000000002,87.5,37.5
559,jmalvarezd,oacastillol,3,4,0.7848101265822784,3,3,2.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
560,ncampuzano,davidh17,3,4,0.7850467289719626,3,3,3.0,3.0,5.0,3.0,0.0,-100.0,-58.33,-145.83,0.0,12.5
561,afforeroc,cccristanchoc,3,4,0.8095238095238095,3,3,1.0,1.0,4.0,1.0,1.0,0.0,0.0,12.5,0.0,12.5
562,adriel62,juclopezso,3,4,0.8103448275862069,3,3,1.0,3.0,3.0,2.0,1.0,40.0,0.0,39.999999999999986,0.0,0.0
563,DavidQP,ofnanezn,3,4,0.813953488372093,3,3,0.0,1.0,6.0,2.0,0.0,-20.0,0.0,-20.0,0.0,0.0
564,nfmorenog,kgbayala528,3,4,0.8235294117647058,3,3,1.0,5.0,6.0,2.0,0.0,0.0,-8.340000000000003,-8.339999999999975,0.0,0.0
565,jscastelblancoh,srmedinac,3,4,0.8620689655172413,3,3,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
566,lgmoralesa,DavidQP,3,4,0.8636363636363636,3,3,2.0,3.0,4.0,3.0,1.0,60.0,12.5,147.5,75.0,0.0
567,jmalvarezd,dduartec,3,4,0.8642857142857143,3,3,1.0,5.0,4.0,1.0,0.0,-80.0,-62.5,-217.5,-75.0,0.0
568,sarizag,ronaldsg20,3,4,0.8760330578512396,3,3,0.0,3.0,5.0,2.0,2.0,0.0,8.329999999999998,8.330000000000013,-12.5,12.5
569,afforeroc,wilson911013,3,4,0.8888888888888888,3,3,0.0,1.0,2.0,1.0,1.0,0.0,-8.329999999999998,-8.329999999999998,0.0,0.0
570,davidh17,jumcorredorro,3,4,0.8932038834951457,3,3,1.0,1.0,5.0,2.0,1.0,0.0,-16.67,-25.0,-8.329999999999998,0.0
571,jmalvarezd,dagofonseca,3,4,0.9125874125874126,3,3,0.0,0.0,2.0,2.0,1.0,0.0,0.0,37.5,0.0,37.5
572,davidh17,jscastelblancoh,3,4,0.9136363636363636,3,3,0.0,0.0,3.0,2.0,13.0,40.0,33.34,85.84,12.5,0.0
573,jumcorredorro,jorge52an,3,4,0.9559228650137741,3,3,4.0,4.0,5.0,2.0,8.0,60.0,8.329999999999998,80.83000000000001,12.5,0.0
574,juligarji,capinzor,3,4,0.9699194694457604,3,3,0.0,0.0,2.0,2.0,1.0,0.0,0.0,-12.5,0.0,-12.5
575,juligarji,adriel62,3,4,0.9768904690277588,3,3,1.0,3.0,5.0,2.0,9.0,20.0,0.0,20.0,-12.5,12.5
576,ronaldsg20,mballeng91,3,4,0.9814814814814815,3,3,2.0,6.0,6.0,2.0,1.0,0.0,0.0,12.5,0.0,12.5
577,dagofonseca,juligarji,3,4,0.9884933477166487,3,3,4.0,4.0,5.0,3.0,7.0,80.0,37.5,154.99999999999997,25.0,12.5
578,JhonEmmanuelTorres,Danielsv9207,4,5,0.0,4,3,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
579,feartheGru,JhonEmmanuelTorres,4,5,0.0,4,3,5.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
580,JhonEmmanuelTorres,feartheGru,4,5,0.0,4,3,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
581,AFelipeGA,wapiravaguens,4,5,0.4,4,3,0.0,1.0,4.0,2.0,1.0,0.0,0.0,110.0,72.5,37.5
582,wapiravaguens,AFelipeGA,4,5,0.4,4,3,4.0,3.0,5.0,2.0,0.0,0.0,0.0,68.75,56.25,12.5
583,AFelipeGA,afforeroc,4,5,0.4285714285714286,4,3,1.0,4.0,3.0,2.0,0.0,0.0,0.0,62.499999999999986,50.0,12.5
584,AFelipeGA,Chranium,4,5,0.5,4,3,4.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
585,lgmoralesa,smarquezo,4,5,0.5,4,3,0.0,0.0,2.0,0.0,1.0,0.0,4.159999999999997,74.16000000000001,57.5,12.5
586,afforeroc,lizzyt10h,4,5,0.5,4,3,2.0,1.0,5.0,2.0,5.0,20.0,25.0,109.58999999999997,64.58,0.0
587,afforeroc,jdmonroyg,4,5,0.6,4,3,0.0,1.0,4.0,1.0,2.0,0.0,25.0,75.0,25.0,25.0
588,AFelipeGA,DianaNavarrete,4,5,0.625,4,3,0.0,1.0,5.0,2.0,0.0,0.0,4.170000000000002,29.17,25.0,0.0
589,NicolasPrr,dagofonseca,4,5,0.6500711237553343,4,3,0.0,0.0,2.0,2.0,2.0,0.0,0.0,-33.33000000000001,-33.33,0.0
590,lizzyt10h,macuestap,4,5,0.6666666666666667,4,3,0.0,1.0,4.0,1.0,0.0,20.0,8.329999999999998,28.330000000000013,0.0,0.0
591,nfmorenog,jmalvarezd,4,5,0.75,4,3,3.0,3.0,5.0,2.0,2.0,20.0,4.170000000000002,130.42,93.75,12.5
592,jmalvarezd,nfmorenog,4,5,0.7529411764705882,4,3,0.0,2.0,3.0,1.0,0.0,0.0,4.170000000000002,6.670000000000002,2.5,0.0
593,macuestap,sarizag,4,5,0.7608695652173914,4,3,4.0,3.0,6.0,2.0,2.0,0.0,0.0,18.75,-6.25,25.0
594,sarizag,lemartinp,4,5,0.7872340425531915,4,3,0.0,0.0,4.0,1.0,1.0,20.0,-4.159999999999997,28.340000000000032,12.5,0.0
595,lizzyt10h,afceballosr,4,5,0.7954545454545454,4,3,1.0,3.0,5.0,2.0,1.0,40.0,-4.170000000000002,5.829999999999984,-30.0,0.0
596,lgmoralesa,spenas,4,5,0.8,4,3,5.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
597,spenas,lgmoralesa,4,5,0.8072289156626506,4,3,2.0,2.0,4.0,3.0,4.0,0.0,4.159999999999997,8.329999999999984,4.170000000000002,0.0
598,jmalvarezd,NicolasPrr,4,5,0.8164556962025317,4,3,3.0,4.0,3.0,2.0,1.0,100.0,50.0,240.0,65.0,25.0
599,lgmoralesa,davidh17,4,5,0.8175182481751825,4,3,3.0,3.0,5.0,3.0,0.0,20.0,45.83,134.58,56.25,12.5
600,nfmorenog,kgbayala528,4,5,0.8235294117647058,4,3,1.0,5.0,6.0,2.0,0.0,20.0,4.170000000000002,55.41999999999999,6.25,25.0
601,sarizag,ronaldsg20,4,5,0.8275862068965517,4,3,0.0,3.0,5.0,2.0,3.0,0.0,12.5,12.5,0.0,0.0
602,jmalvarezd,juclopezso,4,5,0.8333333333333334,4,3,1.0,3.0,3.0,2.0,1.0,0.0,20.83,127.08000000000001,81.25,25.0
603,jumcorredorro,lacardenasv,4,5,0.8365384615384616,4,3,1.0,2.0,5.0,4.0,5.0,40.0,37.5,90.0,0.0,12.5
604,sarizag,ofnanezn,4,5,0.8392857142857143,4,3,0.0,1.0,6.0,2.0,0.0,20.0,25.0,70.0,0.0,25.0
605,lacardenasv,jumcorredorro,4,5,0.8516949152542372,4,3,1.0,1.0,5.0,2.0,1.0,20.0,4.170000000000002,20.0,-4.170000000000002,0.0
606,jmalvarezd,oacastillol,4,5,0.8521739130434782,4,3,2.0,1.0,5.0,1.0,1.0,60.0,29.17,114.17,12.5,12.5
607,lemartinp,DavidQP,4,5,0.8522727272727273,4,3,2.0,3.0,4.0,3.0,1.0,0.0,4.159999999999997,12.5,8.329999999999998,0.0
608,jmalvarezd,ncampuzano,4,5,0.8571428571428572,4,3,1.0,3.0,4.0,2.0,4.0,0.0,8.329999999999998,58.33000000000001,25.0,25.0
609,lacardenasv,adriel62,4,5,0.8642533936651584,4,3,1.0,3.0,5.0,2.0,7.0,40.0,33.34,90.84,17.5,0.0
610,afforeroc,cccristanchoc,4,5,0.8717948717948718,4,3,1.0,1.0,4.0,1.0,1.0,0.0,0.0,81.25000000000001,56.25,25.0
611,smarquezo,srmedinac,4,5,0.8840579710144928,4,3,1.0,2.0,4.0,1.0,0.0,0.0,0.0,12.500000000000014,0.0,12.5
612,afforeroc,wilson911013,4,5,0.8888888888888888,4,3,0.0,1.0,2.0,1.0,0.0,-20.0,0.0,-7.5,0.0,12.5
613,davidh17,jscastelblancoh,4,5,0.9068825910931174,4,3,0.0,0.0,3.0,2.0,8.0,0.0,16.659999999999997,41.65999999999997,25.0,0.0
614,lacardenasv,jorge52an,4,5,0.9319371727748691,4,3,4.0,4.0,5.0,2.0,12.0,40.0,16.67,66.66999999999999,-15.0,25.0
615,NicolasPrr,capinzor,4,5,0.9647251845775225,4,3,0.0,0.0,2.0,2.0,6.0,0.0,0.0,8.330000000000013,-4.170000000000002,12.5
616,juligarji,dduartec,4,5,0.9695121951219512,4,3,1.0,5.0,4.0,1.0,1.0,80.0,83.33,258.33,95.0,0.0
617,capinzor,juligarji,4,5,0.9704100652376515,4,3,4.0,4.0,5.0,3.0,2.0,0.0,4.170000000000002,-3.329999999999984,5.0,-12.5
618,jumcorredorro,mballeng91,4,5,0.9852941176470589,4,3,2.0,6.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
