,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q2_Q2_5,Q2_Q2_6,Q2_Q2_7,Q2_Q2_8,Q2_Q2_9,Q2_Q2_10,Q2_Q2_11,Q2_Q2_12,Q2_Q2_13,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q3_Q3_5,Q4_Q4_1,Q4_Q4_2,Q4_Q4_3,Q4_Q4_4,Q4_Q4_5,Q5_Q5_1,Q5_Q5_2,Q5_Q5_3,Q5_Q5_4,Q5_Q5_5,Q7_Q7_1,Q7_Q7_2,Q7_Q7_3,Q7_Q7_4,Q8_Q8_1,Q8_Q8_2,Q10,Q11,Q12,Q13,Q14,Student,Q11.1,Q12.1,Q13.1,Q14.1,Q24,Q17,Q18,Q9,Q10.1
145,1,4,6,2,2,3,5,3,5,5,4,3,4,4,5,5,5,5,4,4,4,3,5,2,2,4,3,4,1,3,1,1,5,5,2,3,2.0,3,2,pipemax85,3,2.0,3,2,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
146,1,4,6,5,5,4,6,6,6,5,5,4,5,6,6,5,6,5,6,4,5,5,6,6,4,5,5,5,3,4,4,4,5,5,4,16,6.0,2,4,gasierram,16,6.0,2,4,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 3
147,1,3,5,5,5,4,4,5,4,4,3,5,4,4,5,5,5,3,4,5,5,3,4,3,1,4,4,5,1,1,1,3,4,5,4,8,8.0,5,5,idrojasf,8,8.0,5,5,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 3
148,3,4,3,3,3,2,6,3,2,3,3,4,4,3,5,5,4,4,2,2,3,3,3,2,0,3,0,4,0,1,0,0,4,2,1,0,0.0,0,2,jdmonroyg,0,0.0,0,2,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
149,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,5,3,6,6,6,6,6,6,3,3,3,4,3,3,3,2,3,3,2,9,10.0,2,2,maikellPardoA,9,10.0,2,2,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Prefer not to respond,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
150,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2.0,1,1,li2266,1,2.0,1,1,,0,Asian/Pacific Islander,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
151,5,5,5,5,4,5,6,5,5,6,4,4,4,4,5,5,5,4,5,4,5,3,4,4,1,4,1,5,1,2,1,2,5,5,2,0,0.0,7,7,raulramirezp,0,0.0,7,7,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,Yes,Average
152,3,4,0,1,3,1,4,5,5,5,5,0,6,2,4,3,4,3,3,3,3,3,3,2,1,3,2,5,1,3,4,4,5,4,2,0,0.0,35,4,afceballosr,0,0.0,35,4,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
153,5,5,5,5,4,5,4,5,4,5,5,4,4,5,5,3,5,3,3,5,2,4,6,3,4,4,4,4,1,2,3,3,5,4,2,2,2.0,1,2,juanescai,2,2.0,1,2,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Hispanic/Latino,Yes,Average
154,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4.0,4,4,maikellPardo,5,4.0,4,4,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",0,Not Listed (please specify),"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
155,5,5,5,4,4,4,5,5,4,5,4,4,5,5,4,4,4,5,3,3,4,4,3,3,3,3,2,3,1,3,2,4,2,2,2,0,0.0,0,3,mdbelloc,0,0.0,0,3,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,Yes,Average
156,5,5,6,6,5,5,6,5,6,5,6,6,0,5,5,5,5,5,3,5,5,5,4,6,6,6,6,5,5,4,5,5,5,5,2,5,1.0,0,3,JhonEmmanuelTorres,5,1.0,0,3,,0,Hispanic/Latino,Yes,Average
157,3,3,3,3,5,3,6,6,6,6,3,3,5,3,3,2,2,3,6,6,6,6,6,2,0,5,0,4,0,0,0,0,5,5,2,0,0.0,10,2,gabi04,0,0.0,10,2,"Ingeniera de software I, Group 1, Yury Nio, Mondays and Wednesdays",1,Multiracial,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
158,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,6,6.0,8,3,Christian7sr,6,6.0,8,3,"Ingeniera de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
159,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,2,1,1.0,0,2,jucjimenezmo,1,1.0,0,2,"Ingeniera de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",0,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
160,3,4,4,2,2,2,5,5,5,4,1,3,5,5,5,4,5,5,1,3,2,3,3,1,3,5,3,5,0,1,0,1,6,6,2,0,0.5,25,4,ofnanezn,0,0.5,25,4,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,Hispanic/Latino,Yes,Average
161,5,6,6,2,4,5,4,4,4,5,5,2,6,5,5,5,5,6,6,4,6,2,6,5,1,2,6,6,1,3,2,2,4,3,3,5,2.0,30,2,DglyP,5,2.0,30,2,"Ingeniera de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",0,White,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 10
162,0,0,5,4,6,0,6,6,6,6,4,6,0,6,5,5,6,6,5,1,4,3,6,6,6,6,6,6,5,5,5,6,5,5,3,2,10.0,0,4,kastellanos,2,10.0,0,4,,0,Hispanic/Latino,Yes,Top 10
