,components,username_folder_name,js_loc_in_each_js
7,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
8,d3-selection_Namespaces_.namespace,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
9,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
10,d3-selection_Handling_.mouse,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
11,d3-shape_Arcs_.arc,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
12,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
13,d3-timer___.timer,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
14,d3-selection_Selecting_.window,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
15,d3-timer___.timeout,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
16,d3-transition___.active,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
17,d3-timer___.now,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
18,d3-array_Transformations_.cross,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
19,d3-shape_Stacks_.stack,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
20,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
21,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
22,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
23,d3-timer___.interval,2017-Purdue-UNAL-IronHack-jiapulidoar,267686.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,865.0
1,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,865.0
0,d3-array_Transformations_.zip,2017-Purdue-UNAL-IronHack-ronaldsg20,14386.0
1,d3-fetch___.json,2017-Purdue-UNAL-IronHack-ronaldsg20,14386.0
2,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,14386.0
3,d3-shape_Lines_.line,2017-Purdue-UNAL-IronHack-ronaldsg20,14386.0
4,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,14386.0
5,d3-path___.path,2017-Purdue-UNAL-IronHack-ronaldsg20,14386.0
6,d3-collection_Objects_.keys,2017-Purdue-UNAL-IronHack-ronaldsg20,14386.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,69707.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,69707.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,69707.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,69707.0
4,d3-timer___.timeout,2017-Purdue-UNAL-IronHack-ronaldsg20,69707.0
5,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,69707.0
6,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-ronaldsg20,69707.0
7,d3-transition___.transition,2017-Purdue-UNAL-IronHack-ronaldsg20,69707.0
8,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,69707.0
9,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-ronaldsg20,69707.0
10,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,69707.0
11,d3-timer___.interval,2017-Purdue-UNAL-IronHack-ronaldsg20,69707.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,37045.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,37045.0
2,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,37045.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,37045.0
4,d3-timer___.timeout,2017-Purdue-UNAL-IronHack-ronaldsg20,37045.0
5,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,37045.0
6,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-ronaldsg20,37045.0
7,d3-transition___.transition,2017-Purdue-UNAL-IronHack-ronaldsg20,37045.0
8,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,37045.0
9,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-ronaldsg20,37045.0
10,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,37045.0
11,d3-timer___.interval,2017-Purdue-UNAL-IronHack-ronaldsg20,37045.0
0,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-ronaldsg20,1831.0
1,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,1831.0
2,d3-transition___.transition,2017-Purdue-UNAL-IronHack-ronaldsg20,1831.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,1831.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,16719.0
1,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,16719.0
2,d3-timer___.timeout,2017-Purdue-UNAL-IronHack-ronaldsg20,16719.0
3,d3-transition___.transition,2017-Purdue-UNAL-IronHack-ronaldsg20,16719.0
4,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-ronaldsg20,16719.0
0,d3-transition___.transition,2017-Purdue-UNAL-IronHack-ronaldsg20,5991.0
0,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,4707.0
1,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,4707.0
2,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,4707.0
3,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,4707.0
4,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-ronaldsg20,4707.0
0,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,4743.0
0,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,3905.0
1,d3-transition___.transition,2017-Purdue-UNAL-IronHack-ronaldsg20,3905.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,3163.0
0,d3-transition___.transition,2017-Purdue-UNAL-IronHack-ronaldsg20,2284.0
0,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,3824.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,3824.0
0,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,7141.0
1,d3-transition___.transition,2017-Purdue-UNAL-IronHack-ronaldsg20,7141.0
2,d3-timer___.interval,2017-Purdue-UNAL-IronHack-ronaldsg20,7141.0
0,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,9987.0
1,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,9987.0
2,d3-transition___.transition,2017-Purdue-UNAL-IronHack-ronaldsg20,9987.0
3,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,9987.0
0,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,4838.0
0,d3-fetch___.json,2017-Purdue-UNAL-IronHack-ronaldsg20,2909.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,1349.0
1,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,1349.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,990.0
0,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
2,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
3,d3-dispatch___.dispatch,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
4,d3-selection_Selecting_.window,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
5,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
6,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
7,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
8,d3-selection_Namespaces_.namespace,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
9,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
10,d3-selection_Handling_.mouse,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
11,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
12,d3-shape_Stacks_.stack,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
13,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
14,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
15,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
16,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
17,d3-fetch___.text,2017-Purdue-UNAL-IronHack-ronaldsg20,69597.0
0,d3-dispatch___.dispatch,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
1,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
2,d3-fetch___.json,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
4,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
5,d3-fetch___.text,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
6,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
7,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
8,d3-selection_Namespaces_.namespace,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
9,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
10,d3-selection_Handling_.mouse,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
11,d3-shape_Arcs_.arc,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
12,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
13,d3-selection_Selecting_.window,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
14,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
15,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
16,d3-shape_Stacks_.stack,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
17,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
18,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
19,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-ronaldsg20,215256.0
0,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,11197.0
1,d3-selection_Selecting_.window,2017-Purdue-UNAL-IronHack-ronaldsg20,11197.0
2,d3-fetch___.json,2017-Purdue-UNAL-IronHack-ronaldsg20,11197.0
3,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,11197.0
4,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,11197.0
5,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,11197.0
0,d3-dispatch___.dispatch,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
1,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
2,d3-fetch___.json,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
4,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
5,d3-fetch___.text,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
6,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
7,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
8,d3-selection_Namespaces_.namespace,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
9,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
10,d3-selection_Handling_.mouse,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
11,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
12,d3-timer___.timer,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
13,d3-selection_Selecting_.window,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
14,d3-timer___.timeout,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
15,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
16,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
17,d3-array_Transformations_.cross,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
18,d3-shape_Stacks_.stack,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
19,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
20,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
21,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
22,d3-timer___.interval,2017-Purdue-UNAL-IronHack-ronaldsg20,86659.0
0,d3-dispatch___.dispatch,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
1,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
2,d3-fetch___.json,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
4,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
5,d3-fetch___.text,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
6,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
7,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
8,d3-selection_Namespaces_.namespace,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
9,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
10,d3-selection_Handling_.mouse,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
11,d3-shape_Arcs_.arc,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
12,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
13,d3-timer___.timer,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
14,d3-selection_Selecting_.window,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
15,d3-timer___.timeout,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
16,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
17,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
18,d3-array_Transformations_.cross,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
19,d3-shape_Stacks_.stack,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
20,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
21,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
22,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
23,d3-timer___.interval,2017-Purdue-UNAL-IronHack-ronaldsg20,268039.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,65363.0
1,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,65363.0
2,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,65363.0
3,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-ronaldsg20,65363.0
4,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,65363.0
5,d3-fetch___.text,2017-Purdue-UNAL-IronHack-ronaldsg20,65363.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,19909.0
1,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,19909.0
2,d3-array_Statistics_.min,2017-Purdue-UNAL-IronHack-ronaldsg20,19909.0
3,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,19909.0
4,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,19909.0
5,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-ronaldsg20,19909.0
6,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,19909.0
7,d3-fetch___.text,2017-Purdue-UNAL-IronHack-ronaldsg20,19909.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,6266.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,6266.0
2,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,6266.0
0,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,11197.0
1,d3-selection_Selecting_.window,2017-Purdue-UNAL-IronHack-ronaldsg20,11197.0
2,d3-fetch___.json,2017-Purdue-UNAL-IronHack-ronaldsg20,11197.0
3,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,11197.0
4,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,11197.0
5,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,11197.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,19415.0
1,d3-dispatch___.dispatch,2017-Purdue-UNAL-IronHack-ronaldsg20,19415.0
2,d3-selection_Namespaces_.namespace,2017-Purdue-UNAL-IronHack-ronaldsg20,19415.0
3,d3-selection_Selecting_.select,2017-Purdue-UNAL-IronHack-ronaldsg20,19415.0
4,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-ronaldsg20,19415.0
5,d3-transition___.active,2017-Purdue-UNAL-IronHack-ronaldsg20,19415.0
6,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,19415.0
7,d3-selection_Selecting_.selector,2017-Purdue-UNAL-IronHack-ronaldsg20,19415.0
0,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,17398.0
1,d3-array_Statistics_.max,2017-Purdue-UNAL-IronHack-ronaldsg20,17398.0
2,d3-timer___.timer,2017-Purdue-UNAL-IronHack-ronaldsg20,17398.0
3,d3-selection_Selecting_.style,2017-Purdue-UNAL-IronHack-ronaldsg20,17398.0
4,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,17398.0
5,d3-timer___.now,2017-Purdue-UNAL-IronHack-ronaldsg20,17398.0
6,d3-selection_Modifying_.create,2017-Purdue-UNAL-IronHack-ronaldsg20,17398.0
7,d3-timer___.interval,2017-Purdue-UNAL-IronHack-ronaldsg20,17398.0
0,d3-array_Transformations_.merge,2017-Purdue-UNAL-IronHack-ronaldsg20,12506.0
1,d3-collection_Sets_.set,2017-Purdue-UNAL-IronHack-ronaldsg20,12506.0
2,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,12506.0
3,d3-selection_Handling_.event,2017-Purdue-UNAL-IronHack-ronaldsg20,12506.0
4,d3-fetch___.text,2017-Purdue-UNAL-IronHack-ronaldsg20,12506.0
0,d3-collection_Maps_.map,2017-Purdue-UNAL-IronHack-ronaldsg20,3170.0
