Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q2_Q2_5,Q2_Q2_6,Q2_Q2_7,Q2_Q2_8,Q2_Q2_9,Q2_Q2_10,Q2_Q2_11,Q2_Q2_12,Q2_Q2_13,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q3_Q3_5,Q4_Q4_1,Q4_Q4_2,Q4_Q4_3,Q4_Q4_4,Q4_Q4_5,Q5_Q5_1,Q5_Q5_2,Q5_Q5_3,Q5_Q5_4,Q5_Q5_5,Q7_Q7_1,Q7_Q7_2,Q7_Q7_3,Q7_Q7_4,Q8_Q8_1,Q8_Q8_2,Q10,Q11,Q12,Q13,Q14,Student,Q11,Q12,Q13,Q14,Q24,Q17,Q18,Q9,Q10
0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,3,5,4,5,2,2,5,5,1,4,3,1,5,0,4,1,4,5,6,2,0,2,0,3,dsbarrerag,0,2,0,3,"Ingenier’a de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",Male,Hispanic/Latino,Yes,Average
4,5,5,6,6,5,6,4,5,5,3,5,3,5,6,5,6,4,4,3,6,5,5,5,1,5,2,6,3,4,2,3,4,2,2,0,0,15,3,luealfonsoru,0,0,15,3,"Ingenier’a de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",Male,Hispanic/Latino,Yes,Average
4,4,5,3,4,3,5,4,3,5,2,4,4,3,5,4,5,5,3,5,4,4,3,3,2,4,2,3,1,1,2,3,4,3,1,0,1,1,5,cccristanchoc,0,1,1,5,"Ingenier’a de software I, Group 1, Yury Ni–o, Mondays and Wednesdays",Male,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
2,5,4,4,5,4,5,5,5,5,6,6,3,3,4,5,5,3,4,3,5,5,5,3,1,4,1,5,1,2,1,3,2,2,2,4,4,3,3,juandavidro,4,4,3,3,"Ingenier’a de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",Male,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
3,6,3,1,6,3,6,5,3,5,6,3,5,5,5,5,5,5,6,6,6,4,4,4,5,3,3,5,1,0,1,0,2,4,4,0,4,4,3,crigar,0,4,4,3,"Ingenier’a de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",Male,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 3
4,5,4,3,4,5,6,6,5,5,3,6,5,6,5,4,5,6,5,6,4,5,4,1,0,6,0,5,0,1,0,0,6,4,0,0,0,5,2,cesarochoa2006,0,0,5,2,"Ingenier’a de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",Male,Hispanic/Latino,Yes,bottom of the class
3,6,4,5,5,3,5,5,5,5,3,4,4,6,6,6,6,6,6,6,6,6,6,5,4,6,6,6,2,6,4,4,6,5,2,4,0,10,5,mballeng91,4,0,10,5,"Ingenier’a de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",Male,Hispanic/Latino,Yes,Average
1,4,6,2,2,3,5,3,5,5,4,3,4,4,5,5,5,5,4,4,4,3,5,2,2,4,3,4,1,3,1,1,5,5,2,3,2,3,2,pipemax85,3,2,3,2,"Ingenier’a de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",Male,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
1,4,6,5,5,4,6,6,6,5,5,4,5,6,6,5,6,5,6,4,5,5,6,6,4,5,5,5,3,4,4,4,5,5,4,16,6,2,4,gasierram,16,6,2,4,"Ingenier’a de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",Male,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 3
1,3,5,5,5,4,4,5,4,4,3,5,4,4,5,5,5,3,4,5,5,3,4,3,1,4,4,5,1,1,1,3,4,5,4,8,8,5,5,idrojasf,8,8,5,5,"Ingenier’a de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",Male,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 3
3,4,3,3,3,2,6,3,2,3,3,4,4,3,5,5,4,4,2,2,3,3,3,2,0,3,0,4,0,1,0,0,4,2,1,0,0,0,2,jdmonroyg,0,0,0,2,"Ingenier’a de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",Male,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Below Average
1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,5,3,6,6,6,6,6,6,3,3,3,4,3,3,3,2,3,3,2,9,10,2,2,maikellPardoA,9,10,2,2,"Ingenier’a de software I, Group 1, Yury Ni–o, Mondays and Wednesdays",Male,Prefer not to respond,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,1,li2266,1,2,1,1,,Male,Asian/Pacific Islander,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
5,5,5,5,4,5,6,5,5,6,4,4,4,4,5,5,5,4,5,4,5,3,4,4,1,4,1,5,1,2,1,2,5,5,2,0,0,7,7,raulramirezp,0,0,7,7,"Ingenier’a de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",Male,Hispanic/Latino,Yes,Average
3,4,0,1,3,1,4,5,5,5,5,0,6,2,4,3,4,3,3,3,3,3,3,2,1,3,2,5,1,3,4,4,5,4,2,0,0,35,4,afceballosr,0,0,35,4,"Ingenier’a de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",Male,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
5,5,5,5,4,5,4,5,4,5,5,4,4,5,5,3,5,3,3,5,2,4,6,3,4,4,4,4,1,2,3,3,5,4,2,2,2,1,2,juanescai,2,2,1,2,"Ingenier’a de software I, Group 1, Yury Ni–o, Mondays and Wednesdays",Male,Hispanic/Latino,Yes,Average
4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,4,4,maikellPardo,5,4,4,4,"Ingenier’a de software I, Group 1, Yury Ni–o, Mondays and Wednesdays",Male,Not Listed (please specify),"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
5,5,5,4,4,4,5,5,4,5,4,4,5,5,4,4,4,5,3,3,4,4,3,3,3,3,2,3,1,3,2,4,2,2,2,0,0,0,3,mdbelloc,0,0,0,3,"Ingenier’a de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",Male,Hispanic/Latino,Yes,Average
5,5,6,6,5,5,6,5,6,5,6,6,0,5,5,5,5,5,3,5,5,5,4,6,6,6,6,5,5,4,5,5,5,5,2,5,1,0,3,JhonEmmanuelTorres,5,1,0,3,,Male,Hispanic/Latino,Yes,Average
3,3,3,3,5,3,6,6,6,6,3,3,5,3,3,2,2,3,6,6,6,6,6,2,0,5,0,4,0,0,0,0,5,5,2,0,0,10,2,gabi04,0,0,10,2,"Ingenier’a de software I, Group 1, Yury Ni–o, Mondays and Wednesdays",Female,Multiracial,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,6,6,8,3,Christian7sr,6,6,8,3,"Ingenier’a de software I, Group 2, Jairo Aponte, Tuesdays (454-403) and Thursdays (401-103)",Male,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,2,1,1,0,2,jucjimenezmo,1,1,0,2,"Ingenier’a de software II, Group 1, Camilo Delgado, Mondays and Wednesdays",Male,Hispanic/Latino,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Average
3,4,4,2,2,2,5,5,5,4,1,3,5,5,5,4,5,5,1,3,2,3,3,1,3,5,3,5,0,1,0,1,6,6,2,0,0.5,25,4,ofnanezn,0,0.5,25,4,"Ingenier’a de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",Male,Hispanic/Latino,Yes,Average
5,6,6,2,4,5,4,4,4,5,5,2,6,5,5,5,5,6,6,4,6,2,6,5,1,2,6,6,1,3,2,2,4,3,3,5,2,30,2,DglyP,5,2,30,2,"Ingenier’a de software II, Group 2, Camilo Delgado, Tuesdays and Thursdays",Male,White,"Have you participated in any programming competition before (e.g. Topcoder.com, local hacking events etc.)?",Top 10
0,0,5,4,6,0,6,6,6,6,4,6,0,6,5,5,6,6,5,1,4,3,6,6,6,6,6,6,5,5,5,6,5,5,3,2,10,0,4,kastellanos,2,10,0,4,,Male,Hispanic/Latino,Yes,Top 10
