,Student,Group,user-requirement-phase5,infovis-phase5,novelty-phase5,total-phase5,tech-phase5,tech-phase4,user-requirement-phase4,infovis-phase4,novelty-phase4,total-phase4,tech-phase3,user-requirement-phase3,infovis-phase3,novelty-phase3,total-phase3,tech-phase2,user-requirement-phase2,infovis-phase2,novelty-phase2,total-phase2,tech-phase1,user-requirement-phase1,infovis-phase1,novelty-phase1,total-phase1,improve-ur-12,improve-ur-23,improve-ur-34,improve-ur-45,improve-ur-15,improve-ur-25,improve-vis-12,improve-vis-23,improve-vis-34,improve-vis-45,improve-vis-15,improve-vis-25,improve-novel-12,improve-novel-23,improve-novel-34,improve-novel-45,improve-novel-15,improve-novel-25,improve-tech-12,improve-tech-23,improve-tech-34,improve-tech-45,improve-tech-25,improve-tech-15,improve-total-12,improve-total-23,improve-total-34,improve-total-45,improve-total-15,improve-total-25,improve-sum-ur,improve-sum-vis,improve-sum-novel,improve-sum-tech,add-loc-12,delete-loc-12,change-files-12,add-loc-15,delete-loc-15,change-files-15,add-loc-23,delete-loc-23,change-files-23,add-loc-34,delete-loc-34,change-files-34,add-loc-45,delete-loc-45,change-files-45,add-loc-25,delete-loc-25,change-files-25,add-loc-sum,improve-effort-12,improve-effort-23,improve-effort-34,improve-effort-45,improve-effort-15,improve-effort-25,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q2_Q2_5,Q2_Q2_6,Q2_Q2_7,Q2_Q2_8,Q2_Q2_9,Q2_Q2_10,Q2_Q2_11,Q2_Q2_12,Q2_Q2_13,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q3_Q3_5,Q4_Q4_1,Q4_Q4_2,Q4_Q4_3,Q4_Q4_4,Q4_Q4_5,Q5_Q5_1,Q5_Q5_2,Q5_Q5_3,Q5_Q5_4,Q5_Q5_5,Q7_Q7_1,Q7_Q7_2,Q7_Q7_3,Q7_Q7_4,Q8_Q8_1,Q8_Q8_2,Q10,Q11,Q12,Q13,Q14
145,ofnanezn,3.0,40.0,58.33,25.0,198.33,75.0,50.0,20.0,33.33,25.0,128.33,50.0,40.0,33.33,25.0,148.33,50.0,20.0,37.5,25.0,132.5,12.5,0.0,0.0,0.0,12.5,20.0,20.0,-20.0,20.0,40.0,20.0,37.5,-4.170000000000002,0.0,25.0,58.33,20.83,25.0,0.0,0.0,0.0,25.0,0.0,37.5,0.0,0.0,25.0,25.0,62.5,120.0,15.830000000000013,-20.0,70.0,185.83,65.83000000000001,40.0,58.33,25.0,62.5,8.0,1.0,2.0,22.0,7.0,2.0,14.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,2.0,22.0,7.5,11.0,0.0,0.0,18.5,11.0,3.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,5.0,3.0,5.0,0.0,1.0,0.0,1.0,6.0,6.0,2.0,0.0,0.5,25.0,4.0
146,macuestap,3.0,40.0,50.0,25.0,177.5,62.5,62.5,20.0,41.67,25.0,149.17,62.5,20.0,37.5,25.0,145.0,62.5,20.0,37.5,25.0,145.0,100.0,0.0,25.0,43.75,168.75,20.0,0.0,0.0,20.0,40.0,20.0,12.5,0.0,4.170000000000002,8.329999999999998,25.0,12.5,-18.75,0.0,0.0,0.0,-18.75,0.0,-37.5,0.0,0.0,0.0,0.0,-37.5,-23.75,0.0,4.1699999999999875,28.330000000000013,8.75,32.5,40.0,25.0,-18.75,-37.5,0.0,0.0,5.0,0.0,0.0,5.0,8.0,6.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,9.0,13.0,2.0,9.0,0.0,5.0,-2.5,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,6.0,6.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,1.0,10.0
147,spenas,3.0,20.0,33.33,0.0,115.83,62.5,62.5,20.0,33.33,0.0,115.83,62.5,20.0,33.33,0.0,115.83,62.5,20.0,33.33,0.0,115.83,50.0,20.0,58.33,0.0,128.33,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,-12.500000000000014,0.0,0.0,0.0,-12.500000000000014,0.0,0.0,-25.0,0.0,12.5,83.0,59.0,5.0,83.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,53.5,0.0,0.0,0.0,53.5,0.0,0.0,3.0,2.0,2.0,5.0,4.0,6.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,6.0,6.0,5.0,4.0,5.0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,3.0
148,kgbayala528,3.0,80.0,50.0,81.25,298.75,87.5,62.5,60.0,45.83,75.0,243.33,62.5,60.0,54.17,75.0,251.67,50.0,40.0,33.33,0.0,123.33,50.0,20.0,37.5,0.0,107.5,20.0,20.0,0.0,20.0,60.0,40.0,-4.170000000000002,20.840000000000003,-8.340000000000003,4.170000000000002,12.5,16.67,0.0,75.0,0.0,6.25,81.25,81.25,0.0,12.5,0.0,25.0,37.5,37.5,15.829999999999998,128.33999999999997,-8.339999999999975,55.41999999999999,191.25,175.42000000000002,60.0,12.5,81.25,37.5,37.0,67.0,2.0,41.0,151.0,2.0,8.0,88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,88.0,2.0,45.0,3.5,-36.0,0.0,0.0,-34.5,-36.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,6.0,1.0,5.0,3.0,5.0,6.0,6.0,2.0,0.0,0.0,3.0,2.0
149,lgmoralesa,3.0,100.0,70.83,87.5,345.83,87.5,87.5,100.0,66.67,83.33,337.5,87.5,60.0,75.0,87.5,310.0,87.5,60.0,58.33,62.5,268.33,62.5,20.0,29.17,25.0,136.67,40.0,0.0,40.0,0.0,80.0,40.0,29.159999999999997,16.67,-8.329999999999998,4.159999999999997,41.66,12.5,37.5,25.0,-4.170000000000002,4.170000000000002,62.5,25.0,25.0,0.0,0.0,0.0,0.0,25.0,131.66,41.670000000000016,27.5,8.329999999999984,209.16,77.5,80.0,41.66,62.5,25.0,34.0,30.0,5.0,100.0,97.0,5.0,26.0,48.0,2.0,14.0,34.0,2.0,65.0,24.0,2.0,88.0,89.0,2.0,139.0,19.0,2.0,-3.0,53.0,51.5,43.5,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,6.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,15.0,6.0
150,ronaldsg20,3.0,20.0,45.83,12.5,178.33,100.0,100.0,20.0,33.33,12.5,165.83,87.5,20.0,25.0,25.0,157.5,87.5,20.0,29.17,25.0,161.67,87.5,20.0,29.17,45.83,182.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.170000000000002,8.329999999999998,12.5,16.659999999999997,16.659999999999997,-20.83,0.0,-12.5,0.0,-33.33,-12.5,0.0,0.0,12.5,0.0,12.5,12.5,-20.830000000000013,-4.1699999999999875,8.330000000000013,12.5,-4.1699999999999875,16.660000000000025,0.0,16.659999999999997,-33.33,12.5,0.0,0.0,0.0,27.0,70.0,8.0,20.0,91.0,6.0,37.0,70.0,11.0,3.0,0.0,2.0,27.0,70.0,8.0,60.0,0.0,-25.5,2.0,3.0,-8.0,-8.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,3.0,4.0,6.0,4.0,6.0,5.0,4.0,6.0,4.0,3.0,5.0,2.0,1.0,5.0,1.0,5.0,0.0,3.0,3.0,0.0,5.0,6.0,2.0,1.0,0.0,0.0,2.0
151,cccristanchoc,3.0,20.0,33.33,56.25,197.08,87.5,62.5,20.0,33.33,0.0,115.83,50.0,20.0,33.33,0.0,103.33,50.0,20.0,33.33,0.0,103.33,25.0,20.0,29.17,0.0,74.17,0.0,0.0,0.0,0.0,0.0,0.0,4.159999999999997,0.0,0.0,0.0,4.159999999999997,0.0,0.0,0.0,0.0,56.25,56.25,56.25,25.0,0.0,12.5,25.0,37.5,62.5,29.159999999999997,0.0,12.5,81.25000000000001,122.91000000000001,93.75000000000001,0.0,4.159999999999997,56.25,62.5,0.0,0.0,0.0,99.0,182.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,2.0,2.0,38.0,5.0,16.0,0.0,0.0,0.0,8.5,8.0,-17.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,0.0,1.0,1.0,5.0
152,jmalvarezd,3.0,80.0,75.0,93.75,348.75,100.0,87.5,60.0,70.83,0.0,218.33,87.5,100.0,87.5,0.0,275.0,87.5,40.0,45.83,25.0,198.33,62.5,100.0,79.17,87.5,329.17,-60.0,60.0,-40.0,20.0,-20.0,40.0,-33.34,41.67,-16.67,4.170000000000002,-4.170000000000002,29.17,-62.5,-25.0,0.0,93.75,6.25,68.75,25.0,0.0,0.0,12.5,12.5,37.5,-130.84,76.66999999999999,-56.66999999999999,130.42,19.579999999999984,150.42,-20.0,-4.170000000000002,6.25,37.5,55.0,85.0,2.0,62.0,110.0,3.0,5.0,10.0,2.0,0.0,0.0,0.0,11.0,24.0,2.0,16.0,34.0,3.0,71.0,12.5,0.0,0.0,-1.0,7.0,-1.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,6.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,0.0,1.0,1.0,10.0
153,smarquezo,3.0,20.0,33.33,57.5,185.83,75.0,62.5,20.0,29.17,0.0,111.67,62.5,20.0,29.17,0.0,111.67,62.5,20.0,29.17,0.0,111.67,50.0,20.0,29.17,0.0,99.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.159999999999997,4.159999999999997,4.159999999999997,0.0,0.0,0.0,57.5,57.5,57.5,12.5,0.0,0.0,12.5,12.5,25.0,12.5,0.0,0.0,74.16000000000001,86.66000000000001,74.16000000000001,0.0,4.159999999999997,57.5,25.0,5.0,74.0,1.0,27.0,610.0,1.0,0.0,0.0,0.0,94.0,263.0,1.0,26.0,371.0,1.0,94.0,608.0,1.0,125.0,-32.0,0.0,-37.5,-159.5,-278.0,-210.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0
154,sarizag,3.0,20.0,33.33,56.25,209.58,100.0,75.0,20.0,33.33,62.5,190.83,75.0,20.0,33.33,0.0,128.33,87.5,20.0,33.33,0.0,140.83,50.0,20.0,25.0,12.5,107.5,0.0,0.0,0.0,0.0,0.0,0.0,8.329999999999998,0.0,0.0,0.0,8.329999999999998,0.0,-12.5,0.0,62.5,-6.25,43.75,56.25,37.5,-12.5,0.0,25.0,12.5,50.0,33.33000000000001,-12.5,62.5,18.75,102.08000000000001,68.75,0.0,8.329999999999998,43.75,50.0,15.0,56.0,2.0,23.0,100.0,3.0,0.0,0.0,0.0,12.0,870.0,1.0,858.0,36.0,3.0,19.0,55.0,3.0,885.0,-13.0,0.0,-423.0,840.0,-27.0,-8.5,4.0,5.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,6.0,4.0,3.0,4.0,4.0,6.0,6.0,2.0,0.0,0.0,0.0,2.0
155,Chranium,3.0,20.0,25.0,0.0,95.0,50.0,50.0,20.0,25.0,0.0,95.0,50.0,20.0,25.0,0.0,95.0,62.5,20.0,25.0,0.0,107.5,0.0,20.0,25.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,-12.5,0.0,0.0,-12.5,50.0,62.5,-12.5,0.0,0.0,50.0,-12.5,0.0,0.0,0.0,50.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,-17.5,0.0,0.0,0.0,0.0,2.5,4.0,5.0,3.0,5.0,2.0,6.0,6.0,4.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,5.0,2.0,3.0,3.0,0.0,4.0
156,DavidQP,3.0,80.0,70.83,83.33,284.17,50.0,50.0,80.0,66.67,75.0,271.67,50.0,20.0,54.17,0.0,124.17,50.0,20.0,50.0,0.0,120.0,37.5,20.0,54.17,0.0,111.67,0.0,0.0,60.0,0.0,60.0,60.0,-4.170000000000002,4.170000000000002,12.5,4.159999999999997,16.659999999999997,20.83,0.0,0.0,75.0,8.329999999999998,83.33,83.33,12.5,0.0,0.0,0.0,0.0,12.5,8.329999999999998,4.170000000000002,147.5,12.5,172.5,164.17000000000002,60.0,16.659999999999997,83.33,12.5,146.0,259.0,3.0,8.0,10.0,3.0,53.0,49.0,2.0,1.0,4.0,2.0,4.0,17.0,2.0,28.0,44.0,2.0,204.0,16.5,28.5,-1.0,-4.5,3.0,6.0,4.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,0.0,0.0,8.0,4.0
157,afceballosr,3.0,80.0,45.83,57.5,270.83,87.5,87.5,40.0,50.0,87.5,265.0,50.0,20.0,33.33,0.0,103.33,50.0,20.0,33.33,0.0,103.33,50.0,20.0,25.0,25.0,120.0,0.0,0.0,20.0,40.0,60.0,60.0,8.329999999999998,0.0,16.67,-4.170000000000002,20.83,12.5,-25.0,0.0,87.5,-30.0,32.5,57.5,0.0,0.0,37.5,0.0,37.5,37.5,-16.67,0.0,161.67000000000002,5.829999999999984,150.82999999999998,167.5,60.0,20.83,32.5,37.5,25.0,203.0,20.0,11.0,22.0,4.0,8.0,23.0,2.0,70.0,24.0,3.0,6.0,11.0,2.0,0.0,0.0,0.0,109.0,-76.5,-3.5,58.0,0.5,0.0,0.0,3.0,4.0,0.0,1.0,3.0,1.0,4.0,5.0,5.0,5.0,5.0,0.0,6.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,5.0,1.0,3.0,4.0,4.0,5.0,4.0,2.0,0.0,0.0,35.0,4.0
158,lizzyt10h,3.0,20.0,54.17,81.25,255.42,100.0,100.0,0.0,29.17,16.67,145.83,87.5,0.0,33.33,25.0,145.83,75.0,0.0,0.0,0.0,75.0,100.0,0.0,29.17,25.0,154.17,0.0,0.0,0.0,20.0,20.0,20.0,-29.17,33.33,-4.159999999999997,25.0,25.0,54.17,-25.0,25.0,-8.329999999999998,64.58,56.25,81.25,-25.0,12.5,12.5,0.0,25.0,0.0,-79.16999999999999,70.83000000000001,0.0,109.58999999999997,101.25,180.42,20.0,25.0,56.25,0.0,13.0,11.0,4.0,22.0,21.0,5.0,0.0,0.0,3.0,31.0,53.0,4.0,29.0,66.0,2.0,17.0,18.0,6.0,73.0,7.5,0.0,4.5,-4.0,11.5,8.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,6.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,40.0,3.0
159,NicolasPrr,3.0,100.0,83.33,90.0,360.83,87.5,62.5,0.0,33.33,25.0,120.83,50.0,0.0,33.33,25.0,108.33,50.0,0.0,25.0,25.0,100.0,62.5,0.0,25.0,25.0,112.5,0.0,0.0,0.0,100.0,100.0,100.0,0.0,8.329999999999998,0.0,50.0,58.33,58.33,0.0,0.0,0.0,65.0,65.0,65.0,-12.5,0.0,12.5,25.0,37.5,25.0,-12.5,8.329999999999998,12.5,240.0,248.32999999999998,260.83,100.0,58.33,65.0,25.0,0.0,0.0,0.0,41.0,49.0,5.0,0.0,0.0,0.0,106.0,285.0,4.0,2.0,4.0,4.0,41.0,49.0,5.0,108.0,0.0,0.0,-36.5,0.0,16.5,16.5,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,10.0,10.0,4.0,3.0
160,jumcorredorro,3.0,100.0,62.5,75.0,325.0,87.5,87.5,80.0,58.33,79.17,305.0,87.5,80.0,75.0,87.5,330.0,87.5,80.0,54.17,87.5,309.17,62.5,40.0,33.33,50.0,185.83,40.0,0.0,0.0,20.0,60.0,20.0,20.840000000000003,20.83,-16.67,4.170000000000002,29.17,8.329999999999998,37.5,0.0,-8.329999999999998,-4.170000000000002,25.0,-12.5,25.0,0.0,0.0,0.0,0.0,25.0,123.34,20.829999999999984,-25.0,20.0,139.17,15.829999999999984,60.0,29.17,25.0,25.0,0.0,0.0,0.0,29.0,35.0,1.0,29.0,34.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,29.0,35.0,1.0,32.0,0.0,12.0,1.0,1.0,11.5,11.5,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,0.0,5.0
161,feartheGru,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,-12.5,-12.5,0.0,-12.5,0.0,0.0,-12.5,-12.5,0.0,0.0,0.0,-12.5,6.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,234.0,2.0,6.0,-33.5,0.0,0.0,0.0,0.0,-111.0,0.0,3.0,6.0,3.0,4.0,3.0,6.0,6.0,6.0,6.0,3.0,3.0,0.0,3.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,0.0,0.0,45.0,1.0
162,Danielsv9207,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.5,-12.5,0.0,0.0,-12.5,-50.0,-37.5,-12.5,0.0,0.0,-50.0,-12.5,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0
163,JhonEmmanuelTorres,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,0.0,3.0
164,Januguerab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
