,user-requirement,infovis,total,novelty,tech,Group,Student,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10,phase
275,0.0,25.0,112.5,25.0,62.5,2.0,luegilca,0.0,1.0,6.0,2.0,2
276,20.0,41.67,211.67,62.5,87.5,2.0,Yelis3,1.0,4.0,6.0,3.0,2
277,20.0,25.0,107.5,0.0,62.5,2.0,begarzonf,2.0,3.0,4.0,2.0,2
278,40.0,33.33,210.83,62.5,75.0,2.0,kmendezp96,1.0,5.0,6.0,1.0,2
279,40.0,41.67,244.17,75.0,87.5,2.0,leguzman,0.0,2.0,5.0,2.0,2
280,0.0,25.0,137.5,25.0,87.5,2.0,luealfonsoru,3.0,4.0,4.0,2.0,2
281,0.0,33.33,95.83,25.0,37.5,2.0,oserasoa,4.0,3.0,3.0,1.0,2
282,0.0,25.0,100.0,25.0,50.0,2.0,lsfinite,1.0,1.0,6.0,3.0,2
283,0.0,25.0,87.5,0.0,62.5,2.0,xdanielsb,3.0,3.0,3.0,2.0,2
284,0.0,0.0,12.5,0.0,12.5,2.0,CSebasGomez,3.0,3.0,5.0,2.0,2
285,0.0,0.0,12.5,0.0,12.5,2.0,jhcardenasa,4.0,4.0,5.0,3.0,2
286,0.0,0.0,12.5,0.0,12.5,2.0,tres-iqus,1.0,1.0,4.0,0.0,2
287,0.0,0.0,0.0,0.0,0.0,2.0,jscontrerasp,1.0,1.0,4.0,0.0,2
288,40.0,29.17,131.67,0.0,62.5,3.0,lemartinp,0.0,0.0,4.0,1.0,2
289,40.0,45.83,242.08,68.75,87.5,3.0,juligarji,4.0,4.0,5.0,3.0,2
290,0.0,33.33,133.33,25.0,75.0,3.0,nfmorenog,0.0,2.0,3.0,1.0,2
291,40.0,37.5,152.5,0.0,75.0,3.0,AFelipeGA,4.0,3.0,5.0,2.0,2
292,0.0,25.0,100.0,25.0,50.0,3.0,mballeng91,2.0,6.0,6.0,2.0,2
293,100.0,70.83,333.33,75.0,87.5,3.0,dduartec,1.0,5.0,4.0,1.0,2
294,20.0,33.33,115.83,0.0,62.5,3.0,srmedinac,1.0,2.0,4.0,1.0,2
295,20.0,33.33,90.83,0.0,37.5,3.0,wilson911013,0.0,1.0,2.0,1.0,2
296,80.0,50.0,192.5,0.0,62.5,3.0,wapiravaguens,0.0,1.0,4.0,2.0,2
297,100.0,58.33,245.83,25.0,62.5,3.0,davidh17,3.0,3.0,5.0,3.0,2
298,20.0,58.33,128.33,0.0,50.0,3.0,DianaNavarrete,0.0,1.0,5.0,2.0,2
299,0.0,0.0,12.5,0.0,12.5,3.0,jdmonroyg,0.0,1.0,4.0,1.0,2
300,0.0,25.0,187.5,87.5,75.0,3.0,jorge52an,4.0,4.0,5.0,2.0,2
301,60.0,41.67,264.17,87.5,75.0,3.0,jscastelblancoh,0.0,0.0,3.0,2.0,2
302,20.0,29.17,111.67,0.0,62.5,3.0,juclopezso,1.0,3.0,3.0,2.0,2
303,20.0,33.33,103.33,0.0,50.0,3.0,afforeroc,1.0,4.0,3.0,2.0,2
304,40.0,25.0,190.0,75.0,50.0,3.0,dagofonseca,0.0,0.0,2.0,2.0,2
305,60.0,54.17,264.17,87.5,62.5,3.0,lacardenasv,1.0,2.0,5.0,4.0,2
306,0.0,29.17,116.67,25.0,62.5,3.0,oacastillol,2.0,1.0,5.0,1.0,2
307,20.0,29.17,124.17,25.0,50.0,3.0,ncampuzano,1.0,3.0,4.0,2.0,2
308,20.0,33.33,203.33,62.5,87.5,3.0,adriel62,1.0,3.0,5.0,2.0,2
309,20.0,25.0,120.0,0.0,75.0,3.0,capinzor,0.0,0.0,2.0,2.0,2
310,20.0,37.5,132.5,25.0,50.0,3.0,ofnanezn,0.0,1.0,6.0,2.0,2
311,20.0,37.5,145.0,25.0,62.5,3.0,macuestap,0.0,1.0,4.0,1.0,2
312,20.0,33.33,115.83,0.0,62.5,3.0,spenas,5.0,4.0,6.0,1.0,2
313,40.0,33.33,123.33,0.0,50.0,3.0,kgbayala528,1.0,5.0,6.0,2.0,2
314,60.0,58.33,268.33,62.5,87.5,3.0,lgmoralesa,2.0,2.0,4.0,3.0,2
315,20.0,29.17,161.67,25.0,87.5,3.0,ronaldsg20,0.0,3.0,5.0,2.0,2
316,20.0,33.33,103.33,0.0,50.0,3.0,cccristanchoc,1.0,1.0,4.0,1.0,2
317,40.0,45.83,198.33,25.0,87.5,3.0,jmalvarezd,3.0,3.0,5.0,2.0,2
318,20.0,29.17,111.67,0.0,62.5,3.0,smarquezo,0.0,0.0,2.0,0.0,2
319,20.0,33.33,140.83,0.0,87.5,3.0,sarizag,4.0,3.0,6.0,2.0,2
320,20.0,25.0,107.5,0.0,62.5,3.0,Chranium,4.0,5.0,6.0,2.0,2
321,20.0,50.0,120.0,0.0,50.0,3.0,DavidQP,2.0,3.0,4.0,3.0,2
322,20.0,33.33,103.33,0.0,50.0,3.0,afceballosr,1.0,3.0,5.0,2.0,2
323,0.0,0.0,75.0,0.0,75.0,3.0,lizzyt10h,2.0,1.0,5.0,2.0,2
324,0.0,25.0,100.0,25.0,50.0,3.0,NicolasPrr,3.0,4.0,3.0,2.0,2
325,80.0,54.17,309.17,87.5,87.5,3.0,jumcorredorro,1.0,1.0,5.0,2.0,2
326,0.0,0.0,12.5,0.0,12.5,3.0,feartheGru,2.0,2.0,5.0,2.0,2
327,0.0,0.0,12.5,0.0,12.5,3.0,Danielsv9207,1.0,1.0,1.0,3.0,2
328,0.0,0.0,12.5,0.0,12.5,3.0,JhonEmmanuelTorres,5.0,4.0,5.0,2.0,2
330,60.0,37.5,172.5,0.0,75.0,0.0,fffeelipe,1.0,0.0,5.0,3.0,3
331,20.0,41.67,236.67,75.0,100.0,0.0,mnguzmanc,2.0,1.0,3.0,2.0,3
332,20.0,50.0,132.5,0.0,62.5,0.0,jmcuestasb,1.0,3.0,4.0,2.0,3
333,0.0,0.0,0.0,0.0,0.0,0.0,katherinsb,1.0,2.0,4.0,2.0,3
334,20.0,45.83,103.33,0.0,37.5,0.0,jjrodriguezn,2.0,2.0,3.0,1.0,3
335,40.0,50.0,140.0,0.0,50.0,0.0,DglyP,1.0,3.0,4.0,3.0,3
336,20.0,29.17,49.17,0.0,0.0,0.0,cap182,0.0,1.0,4.0,2.0,3
337,0.0,0.0,0.0,0.0,62.5,0.0,annumumozme,,,,,3
338,80.0,79.17,221.67,0.0,62.5,0.0,Judgarciani,3.0,3.0,4.0,2.0,3
339,20.0,33.33,215.83,62.5,100.0,0.0,sacastroc,1.0,2.0,4.0,2.0,3
340,20.0,33.33,165.83,62.5,50.0,0.0,pcberriop,0.0,1.0,3.0,2.0,3
341,60.0,45.83,230.83,75.0,50.0,0.0,hsmartineza,0.0,1.0,3.0,2.0,3
342,20.0,62.5,170.0,25.0,62.5,0.0,Moimolcp,1.0,1.0,5.0,1.0,3
343,0.0,25.0,50.0,0.0,25.0,0.0,CamiloRueda,3.0,3.0,6.0,1.0,3
344,20.0,41.67,61.67,0.0,0.0,0.0,juanescai,1.0,2.0,5.0,2.0,3
345,60.0,41.67,289.17,100.0,87.5,0.0,JoseMolano,1.0,5.0,4.0,4.0,3
346,0.0,33.33,83.33,25.0,25.0,0.0,maikellPardoA,3.0,3.0,3.0,2.0,3
347,0.0,25.0,87.5,25.0,37.5,0.0,NicolasZon,3.0,3.0,3.0,1.0,3
348,20.0,29.17,161.67,62.5,50.0,0.0,camilo654,0.0,1.0,4.0,2.0,3
349,20.0,29.17,86.67,0.0,37.5,0.0,CristianLozano,,,,,3
350,60.0,58.33,293.33,100.0,75.0,0.0,jdsuarezj,1.0,3.0,3.0,2.0,3
351,20.0,33.33,103.33,0.0,50.0,0.0,pipemax85,1.0,3.0,5.0,2.0,3
352,80.0,58.33,175.83,0.0,37.5,0.0,juandavidro,1.0,2.0,2.0,2.0,3
353,20.0,33.33,190.83,62.5,75.0,0.0,UNhcrodriguezl,3.0,3.0,5.0,3.0,3
354,60.0,33.33,218.33,75.0,50.0,0.0,camilo13152,3.0,5.0,5.0,2.0,3
355,0.0,25.0,112.5,25.0,62.5,0.0,leavendanoro,0.0,1.0,4.0,1.0,3
356,20.0,33.33,190.83,62.5,75.0,0.0,cdcordobaa,2.0,4.0,5.0,2.0,3
357,60.0,41.67,226.67,62.5,62.5,0.0,capinillab,0.0,0.0,0.0,0.0,3
358,20.0,29.17,99.17,0.0,50.0,0.0,janoguerab,3.0,3.0,4.0,2.0,3
359,40.0,54.17,250.42,68.75,87.5,0.0,lfvalderrama,0.0,3.0,5.0,2.0,3
360,60.0,50.0,272.5,87.5,75.0,0.0,bsgarciac,0.0,3.0,4.0,2.0,3
361,20.0,29.17,74.17,0.0,25.0,0.0,gabi04,0.0,0.0,5.0,2.0,3
362,0.0,0.0,0.0,0.0,0.0,0.0,annipi,1.0,0.0,4.0,2.0,3
363,0.0,0.0,0.0,0.0,0.0,0.0,jdsolanos,1.0,1.0,5.0,2.0,3
364,0.0,0.0,0.0,0.0,0.0,0.0,jcneivaa,0.0,0.0,4.0,2.0,3
365,0.0,0.0,0.0,0.0,0.0,0.0,fmbernalb,1.0,2.0,2.0,1.0,3
366,0.0,0.0,0.0,0.0,0.0,0.0,MogGy94,3.0,3.0,4.0,0.0,3
367,0.0,0.0,0.0,0.0,0.0,0.0,yocuervoc,0.0,1.0,5.0,2.0,3
368,0.0,0.0,0.0,0.0,0.0,0.0,odprietoh,4.0,4.0,5.0,2.0,3
369,20.0,50.0,132.5,0.0,62.5,1.0,gasierram,3.0,4.0,5.0,4.0,3
370,20.0,25.0,95.0,0.0,50.0,1.0,adamantwharf,,,,,3
371,20.0,25.0,157.5,62.5,50.0,1.0,bdcajicam,0.0,2.0,5.0,2.0,3
372,20.0,25.0,45.0,0.0,0.0,1.0,andfsanchezlem,0.0,1.0,3.0,1.0,3
373,20.0,50.0,107.5,0.0,37.5,1.0,dfhincapiem,4.0,1.0,5.0,1.0,3
374,0.0,29.17,54.17,0.0,25.0,1.0,helmeraac,5.0,4.0,6.0,4.0,3
375,0.0,0.0,50.0,0.0,50.0,1.0,dasalgadob,1.0,2.0,4.0,3.0,3
376,80.0,58.33,338.33,100.0,100.0,1.0,falperezgo,4.0,4.0,5.0,3.0,3
377,80.0,62.5,305.0,100.0,62.5,1.0,djguzmanc,0.0,5.0,6.0,3.0,3
378,0.0,25.0,50.0,0.0,25.0,1.0,gsuarezc04,1.0,1.0,3.0,2.0,3
379,100.0,58.33,320.83,87.5,75.0,1.0,oeroaq,4.0,4.0,5.0,3.0,3
380,60.0,29.17,226.67,75.0,62.5,1.0,gcantem,0.0,2.0,5.0,2.0,3
381,20.0,33.33,178.33,62.5,62.5,1.0,Semoralesga,4.0,3.0,4.0,2.0,3
382,60.0,79.17,332.92,93.75,100.0,1.0,jonatan360,4.0,4.0,6.0,4.0,3
383,100.0,70.83,345.83,100.0,75.0,1.0,jesusfchavarro,4.0,3.0,6.0,3.0,3
384,100.0,70.83,345.83,100.0,75.0,1.0,jesusfchavarro,5.0,3.0,6.0,3.0,3
385,20.0,33.33,103.33,0.0,50.0,1.0,stevenbustos,0.0,1.0,0.0,1.0,3
386,20.0,33.33,128.33,25.0,50.0,1.0,jufcontrerasco,0.0,0.0,5.0,2.0,3
387,100.0,62.5,325.0,87.5,75.0,1.0,dsbarrerag,0.0,4.0,5.0,2.0,3
388,20.0,25.0,195.0,62.5,87.5,1.0,wolfstain,3.0,3.0,6.0,0.0,3
389,80.0,58.33,300.83,87.5,75.0,1.0,miaborjaac,0.0,0.0,4.0,1.0,3
390,20.0,29.17,124.17,0.0,75.0,1.0,ivdgonzalezco,1.0,4.0,4.0,2.0,3
391,0.0,33.33,58.33,25.0,0.0,1.0,maikellPardo,4.0,4.0,4.0,2.0,3
392,20.0,29.17,124.17,0.0,75.0,1.0,Christian7sr,3.0,3.0,3.0,2.0,3
393,20.0,58.33,228.33,87.5,62.5,1.0,jsnarvaezb,0.0,1.0,3.0,2.0,3
394,0.0,25.0,75.0,0.0,50.0,1.0,gfalbarracinr,1.0,1.0,5.0,2.0,3
395,40.0,45.83,229.58,68.75,75.0,1.0,aldiazve,0.0,3.0,6.0,3.0,3
396,100.0,62.5,325.0,87.5,75.0,1.0,diegoaguevarar,0.0,1.0,5.0,2.0,3
397,80.0,58.33,313.33,100.0,75.0,1.0,fevargasmo,2.0,3.0,4.0,4.0,3
398,0.0,33.33,120.83,25.0,62.5,1.0,jmhurtadoc,6.0,6.0,6.0,2.0,3
399,20.0,33.33,115.83,0.0,62.5,1.0,anfmorenoso,0.0,2.0,5.0,2.0,3
400,20.0,29.17,86.67,0.0,37.5,1.0,nabautistal,0.0,0.0,3.0,1.0,3
401,20.0,25.0,82.5,0.0,37.5,1.0,crigar,1.0,0.0,2.0,4.0,3
402,40.0,66.67,281.67,75.0,100.0,1.0,jiapulidoar,4.0,4.0,5.0,2.0,3
403,60.0,58.33,293.33,87.5,87.5,1.0,jsviveroj,1.0,3.0,4.0,2.0,3
404,20.0,58.33,240.83,62.5,100.0,1.0,daandradec,2.0,2.0,6.0,2.0,3
405,20.0,29.17,205.42,81.25,75.0,1.0,jcrubioa,0.0,0.0,5.0,2.0,3
406,0.0,33.33,108.33,25.0,50.0,1.0,joahernandezca,1.0,1.0,0.0,0.0,3
407,0.0,0.0,0.0,0.0,0.0,1.0,ItsNavi,1.0,2.0,5.0,2.0,3
408,0.0,0.0,0.0,0.0,0.0,1.0,Zeugmax,1.0,3.0,5.0,2.0,3
409,0.0,0.0,0.0,0.0,0.0,1.0,kastellanos,5.0,5.0,5.0,3.0,3
410,0.0,0.0,62.5,0.0,62.5,1.0,JairVillalba,1.0,1.0,3.0,2.0,3
411,20.0,37.5,120.0,0.0,62.5,2.0,jusherrerama,,,,,3
412,20.0,25.0,95.0,0.0,50.0,2.0,bdvegat,1.0,2.0,4.0,1.0,3
413,20.0,25.0,95.0,25.0,25.0,2.0,Phoenixest,0.0,1.0,3.0,1.0,3
414,20.0,45.83,103.33,0.0,37.5,2.0,HashNick,1.0,3.0,5.0,3.0,3
415,0.0,0.0,0.0,0.0,0.0,2.0,ccvacad,1.0,0.0,4.0,2.0,3
416,80.0,50.0,305.0,87.5,87.5,2.0,joaortizro,0.0,2.0,2.0,1.0,3
417,60.0,70.83,293.33,87.5,75.0,2.0,juasmartinezbel,0.0,5.0,5.0,2.0,3
418,0.0,33.33,133.33,25.0,75.0,2.0,mdbelloc,1.0,3.0,2.0,2.0,3
419,20.0,54.17,111.67,0.0,37.5,2.0,diegocruz10,3.0,3.0,3.0,1.0,3
420,20.0,25.0,45.0,0.0,0.0,2.0,crarojasca,1.0,3.0,5.0,2.0,3
421,0.0,33.33,145.83,62.5,50.0,2.0,sagilm,0.0,0.0,3.0,1.0,3
422,60.0,58.33,155.83,0.0,37.5,2.0,idrojasf,1.0,1.0,4.0,4.0,3
423,40.0,33.33,223.33,75.0,75.0,2.0,raulramirezp,1.0,2.0,5.0,2.0,3
424,100.0,70.83,358.33,87.5,100.0,2.0,fabianr23,5.0,4.0,5.0,2.0,3
425,100.0,50.0,312.5,75.0,87.5,2.0,jhriverasa,1.0,3.0,2.0,2.0,3
426,20.0,58.33,153.33,0.0,75.0,2.0,jhonsd1996,3.0,4.0,4.0,2.0,3
427,80.0,54.17,255.0,58.33,62.5,2.0,JuanitoAli,1.0,1.0,5.0,2.0,3
428,100.0,58.33,320.83,75.0,87.5,2.0,Davsatu313,0.0,3.0,5.0,2.0,3
429,60.0,41.67,276.67,87.5,87.5,2.0,cesarochoa2006,0.0,1.0,6.0,0.0,3
430,0.0,29.17,79.17,0.0,50.0,2.0,jjmuesesq,0.0,3.0,2.0,2.0,3
431,20.0,33.33,100.33,0.0,47.0,2.0,jucjimenezmo,0.0,0.0,3.0,2.0,3
432,60.0,33.33,230.83,75.0,62.5,2.0,kancas,0.0,0.0,5.0,2.0,3
433,100.0,66.67,229.17,0.0,62.5,2.0,Gantiva,2.0,4.0,3.0,2.0,3
434,40.0,33.33,135.83,0.0,62.5,2.0,Dandarprox,0.0,1.0,4.0,2.0,3
435,0.0,25.0,100.0,25.0,50.0,2.0,debeltranc,1.0,4.0,4.0,1.0,3
436,20.0,37.5,195.0,62.5,75.0,2.0,ykchautai,4.0,4.0,4.0,1.0,3
437,0.0,33.33,120.83,25.0,62.5,2.0,ligibrial,1.0,5.0,3.0,2.0,3
438,20.0,25.0,107.5,0.0,62.5,2.0,davidrh195,3.0,3.0,5.0,1.0,3
439,20.0,29.17,124.17,0.0,75.0,2.0,JulianaNino,1.0,1.0,3.0,1.0,3
440,0.0,33.33,120.83,25.0,62.5,2.0,luegilca,0.0,1.0,6.0,2.0,3
441,60.0,45.83,268.33,75.0,87.5,2.0,Yelis3,1.0,4.0,6.0,3.0,3
442,20.0,29.17,174.17,62.5,62.5,2.0,begarzonf,2.0,3.0,4.0,2.0,3
443,40.0,45.83,235.83,75.0,75.0,2.0,kmendezp96,1.0,5.0,6.0,1.0,3
444,0.0,37.5,150.0,25.0,87.5,2.0,leguzman,0.0,2.0,5.0,2.0,3
445,0.0,33.33,145.83,25.0,87.5,2.0,luealfonsoru,3.0,4.0,4.0,2.0,3
446,20.0,41.67,124.17,25.0,37.5,2.0,oserasoa,4.0,3.0,3.0,1.0,3
447,0.0,25.0,100.0,25.0,50.0,2.0,lsfinite,1.0,1.0,6.0,3.0,3
448,0.0,25.0,75.0,0.0,50.0,2.0,xdanielsb,3.0,3.0,3.0,2.0,3
449,0.0,0.0,0.0,0.0,0.0,2.0,CSebasGomez,3.0,3.0,5.0,2.0,3
450,0.0,0.0,0.0,0.0,0.0,2.0,jhcardenasa,4.0,4.0,5.0,3.0,3
451,0.0,0.0,0.0,0.0,0.0,2.0,tres-iqus,1.0,1.0,4.0,0.0,3
452,0.0,0.0,0.0,0.0,0.0,2.0,jscontrerasp,1.0,1.0,4.0,0.0,3
453,20.0,54.17,136.67,0.0,62.5,3.0,lemartinp,0.0,0.0,4.0,1.0,3
454,20.0,33.33,203.33,62.5,87.5,3.0,juligarji,4.0,4.0,5.0,3.0,3
455,0.0,33.33,133.33,25.0,75.0,3.0,nfmorenog,0.0,2.0,3.0,1.0,3
456,40.0,37.5,152.5,0.0,75.0,3.0,AFelipeGA,4.0,3.0,5.0,2.0,3
457,0.0,25.0,100.0,25.0,50.0,3.0,mballeng91,2.0,6.0,6.0,2.0,3
458,80.0,62.5,305.0,75.0,87.5,3.0,dduartec,1.0,5.0,4.0,1.0,3
459,20.0,33.33,115.83,0.0,62.5,3.0,srmedinac,1.0,2.0,4.0,1.0,3
460,20.0,33.33,90.83,0.0,37.5,3.0,wilson911013,0.0,1.0,2.0,1.0,3
461,80.0,50.0,192.5,0.0,62.5,3.0,wapiravaguens,0.0,1.0,4.0,2.0,3
462,100.0,58.33,220.83,0.0,62.5,3.0,davidh17,3.0,3.0,5.0,3.0,3
463,60.0,50.0,147.5,0.0,37.5,3.0,DianaNavarrete,0.0,1.0,5.0,2.0,3
464,0.0,0.0,0.0,0.0,0.0,3.0,jdmonroyg,0.0,1.0,4.0,1.0,3
465,0.0,25.0,162.5,62.5,75.0,3.0,jorge52an,4.0,4.0,5.0,2.0,3
466,60.0,33.33,230.83,62.5,75.0,3.0,jscastelblancoh,0.0,0.0,3.0,2.0,3
467,20.0,29.17,111.67,0.0,62.5,3.0,juclopezso,1.0,3.0,3.0,2.0,3
468,20.0,33.33,103.33,0.0,50.0,3.0,afforeroc,1.0,4.0,3.0,2.0,3
469,40.0,37.5,227.5,100.0,50.0,3.0,dagofonseca,0.0,0.0,2.0,2.0,3
470,60.0,54.17,264.17,75.0,87.5,3.0,lacardenasv,1.0,2.0,5.0,4.0,3
471,0.0,33.33,120.83,25.0,62.5,3.0,oacastillol,2.0,1.0,5.0,1.0,3
472,0.0,29.17,116.67,25.0,62.5,3.0,ncampuzano,1.0,3.0,4.0,2.0,3
473,20.0,33.33,190.83,62.5,75.0,3.0,adriel62,1.0,3.0,5.0,2.0,3
474,20.0,25.0,207.5,62.5,100.0,3.0,capinzor,0.0,0.0,2.0,2.0,3
475,40.0,33.33,148.33,25.0,50.0,3.0,ofnanezn,0.0,1.0,6.0,2.0,3
476,20.0,37.5,145.0,25.0,62.5,3.0,macuestap,0.0,1.0,4.0,1.0,3
477,20.0,33.33,115.83,0.0,62.5,3.0,spenas,5.0,4.0,6.0,1.0,3
478,60.0,54.17,251.67,75.0,62.5,3.0,kgbayala528,1.0,5.0,6.0,2.0,3
479,60.0,75.0,310.0,87.5,87.5,3.0,lgmoralesa,2.0,2.0,4.0,3.0,3
480,20.0,25.0,157.5,25.0,87.5,3.0,ronaldsg20,0.0,3.0,5.0,2.0,3
481,20.0,33.33,103.33,0.0,50.0,3.0,cccristanchoc,1.0,1.0,4.0,1.0,3
482,100.0,87.5,275.0,0.0,87.5,3.0,jmalvarezd,3.0,3.0,5.0,2.0,3
483,20.0,29.17,111.67,0.0,62.5,3.0,smarquezo,0.0,0.0,2.0,0.0,3
484,20.0,33.33,128.33,0.0,75.0,3.0,sarizag,4.0,3.0,6.0,2.0,3
485,20.0,25.0,95.0,0.0,50.0,3.0,Chranium,4.0,5.0,6.0,2.0,3
486,20.0,54.17,124.17,0.0,50.0,3.0,DavidQP,2.0,3.0,4.0,3.0,3
487,20.0,33.33,103.33,0.0,50.0,3.0,afceballosr,1.0,3.0,5.0,2.0,3
488,0.0,33.33,145.83,25.0,87.5,3.0,lizzyt10h,2.0,1.0,5.0,2.0,3
489,0.0,33.33,108.33,25.0,50.0,3.0,NicolasPrr,3.0,4.0,3.0,2.0,3
490,80.0,75.0,330.0,87.5,87.5,3.0,jumcorredorro,1.0,1.0,5.0,2.0,3
491,0.0,0.0,0.0,0.0,0.0,3.0,feartheGru,2.0,2.0,5.0,2.0,3
492,0.0,0.0,0.0,0.0,0.0,3.0,Danielsv9207,1.0,1.0,1.0,3.0,3
493,0.0,0.0,0.0,0.0,0.0,3.0,JhonEmmanuelTorres,5.0,4.0,5.0,2.0,3
495,20.0,29.17,192.92,43.75,100.0,0.0,fffeelipe,1.0,0.0,5.0,3.0,4
496,20.0,37.5,245.0,100.0,87.5,0.0,mnguzmanc,2.0,1.0,3.0,2.0,4
497,100.0,58.33,220.83,0.0,62.5,0.0,jmcuestasb,1.0,3.0,4.0,2.0,4
498,20.0,45.83,128.33,25.0,37.5,0.0,katherinsb,1.0,2.0,4.0,2.0,4
499,40.0,54.17,131.67,0.0,37.5,0.0,jjrodriguezn,2.0,2.0,3.0,1.0,4
500,0.0,25.0,162.5,50.0,87.5,0.0,DglyP,1.0,3.0,4.0,3.0,4
501,20.0,29.17,49.17,0.0,0.0,0.0,cap182,0.0,1.0,4.0,2.0,4
502,0.0,0.0,0.0,0.0,75.0,0.0,annumumozme,,,,,4
503,80.0,87.5,242.5,0.0,75.0,0.0,Judgarciani,3.0,3.0,4.0,2.0,4
504,20.0,50.0,220.0,62.5,87.5,0.0,sacastroc,1.0,2.0,4.0,2.0,4
505,20.0,33.33,165.83,62.5,50.0,0.0,pcberriop,0.0,1.0,3.0,2.0,4
506,20.0,37.5,176.25,56.25,62.5,0.0,hsmartineza,0.0,1.0,3.0,2.0,4
507,0.0,33.33,120.83,25.0,62.5,0.0,Moimolcp,1.0,1.0,5.0,1.0,4
508,20.0,25.0,70.0,0.0,25.0,0.0,CamiloRueda,3.0,3.0,6.0,1.0,4
509,0.0,25.0,50.0,25.0,0.0,0.0,juanescai,1.0,2.0,5.0,2.0,4
510,0.0,58.33,216.67,70.83,87.5,0.0,JoseMolano,1.0,5.0,4.0,4.0,4
511,0.0,0.0,25.0,0.0,25.0,0.0,maikellPardoA,3.0,3.0,3.0,2.0,4
512,0.0,25.0,87.5,25.0,37.5,0.0,NicolasZon,3.0,3.0,3.0,1.0,4
513,60.0,33.33,243.33,75.0,75.0,0.0,camilo654,0.0,1.0,4.0,2.0,4
514,60.0,50.0,147.5,0.0,37.5,0.0,CristianLozano,,,,,4
515,60.0,66.67,276.67,75.0,75.0,0.0,jdsuarezj,1.0,3.0,3.0,2.0,4
516,20.0,33.33,103.33,0.0,50.0,0.0,pipemax85,1.0,3.0,5.0,2.0,4
517,20.0,54.17,111.67,0.0,37.5,0.0,juandavidro,1.0,2.0,2.0,2.0,4
518,20.0,41.67,215.83,79.17,75.0,0.0,UNhcrodriguezl,3.0,3.0,5.0,3.0,4
519,60.0,45.83,243.33,75.0,62.5,0.0,camilo13152,3.0,5.0,5.0,2.0,4
520,0.0,25.0,125.0,25.0,75.0,0.0,leavendanoro,0.0,1.0,4.0,1.0,4
521,20.0,33.33,190.83,62.5,75.0,0.0,cdcordobaa,2.0,4.0,5.0,2.0,4
522,60.0,54.17,251.67,75.0,62.5,0.0,capinillab,0.0,0.0,0.0,0.0,4
523,20.0,29.17,99.17,0.0,50.0,0.0,janoguerab,3.0,3.0,4.0,2.0,4
524,20.0,50.0,207.5,50.0,87.5,0.0,lfvalderrama,0.0,3.0,5.0,2.0,4
525,80.0,70.83,313.33,87.5,75.0,0.0,bsgarciac,0.0,3.0,4.0,2.0,4
526,20.0,29.17,74.17,0.0,25.0,0.0,gabi04,0.0,0.0,5.0,2.0,4
527,0.0,0.0,0.0,0.0,0.0,0.0,annipi,1.0,0.0,4.0,2.0,4
528,0.0,0.0,0.0,0.0,0.0,0.0,jdsolanos,1.0,1.0,5.0,2.0,4
529,0.0,0.0,0.0,0.0,0.0,0.0,jcneivaa,0.0,0.0,4.0,2.0,4
530,0.0,0.0,0.0,0.0,0.0,0.0,fmbernalb,1.0,2.0,2.0,1.0,4
531,0.0,0.0,0.0,0.0,0.0,0.0,MogGy94,3.0,3.0,4.0,0.0,4
532,0.0,0.0,0.0,0.0,0.0,0.0,yocuervoc,0.0,1.0,5.0,2.0,4
533,0.0,0.0,0.0,0.0,0.0,0.0,odprietoh,4.0,4.0,5.0,2.0,4
534,40.0,58.33,160.83,0.0,62.5,1.0,gasierram,3.0,4.0,5.0,4.0,4
535,20.0,25.0,95.0,0.0,50.0,1.0,adamantwharf,,,,,4
536,20.0,29.17,174.17,62.5,62.5,1.0,bdcajicam,0.0,2.0,5.0,2.0,4
537,20.0,25.0,45.0,0.0,0.0,1.0,andfsanchezlem,0.0,1.0,3.0,1.0,4
538,20.0,50.0,107.5,0.0,37.5,1.0,dfhincapiem,4.0,1.0,5.0,1.0,4
539,20.0,29.17,86.67,0.0,37.5,1.0,helmeraac,5.0,4.0,6.0,4.0,4
540,100.0,75.0,225.0,0.0,50.0,1.0,dasalgadob,1.0,2.0,4.0,3.0,4
541,40.0,62.5,277.5,75.0,100.0,1.0,falperezgo,4.0,4.0,5.0,3.0,4
542,60.0,79.17,292.29,90.63,62.5,1.0,djguzmanc,0.0,5.0,6.0,3.0,4
543,0.0,25.0,50.0,0.0,25.0,1.0,gsuarezc04,1.0,1.0,3.0,2.0,4
544,100.0,79.17,350.0,95.83,75.0,1.0,oeroaq,4.0,4.0,5.0,3.0,4
545,60.0,29.17,264.17,75.0,100.0,1.0,gcantem,0.0,2.0,5.0,2.0,4
546,20.0,33.33,178.33,62.5,62.5,1.0,Semoralesga,4.0,3.0,4.0,2.0,4
547,60.0,83.33,343.33,100.0,100.0,1.0,jonatan360,4.0,4.0,6.0,4.0,4
548,100.0,70.83,333.33,87.5,75.0,1.0,jesusfchavarro,4.0,3.0,6.0,3.0,4
549,100.0,70.83,333.33,87.5,75.0,1.0,jesusfchavarro,5.0,3.0,6.0,3.0,4
550,20.0,33.33,115.83,0.0,62.5,1.0,stevenbustos,0.0,1.0,0.0,1.0,4
551,20.0,41.67,161.67,25.0,75.0,1.0,jufcontrerasco,0.0,0.0,5.0,2.0,4
