,Student,phase,novelty,group,abs_perform_diff_best,user2,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10
568,jdsuarezj,3,0.6625,0,0.0,jdsuarezj,1.0,3.0,3.0,2.0
569,NicolasZon,3,0.7692307692307692,0,205.82999999999998,NicolasZon,3.0,3.0,3.0,1.0
570,lfvalderrama,3,0.7741935483870968,0,42.91,lfvalderrama,0.0,3.0,5.0,2.0
571,camilo654,3,0.8,0,131.66,camilo654,0.0,1.0,4.0,2.0
572,cdcordobaa,3,0.8085106382978724,0,102.49999999999997,cdcordobaa,2.0,4.0,5.0,2.0
573,bsgarciac,3,0.8553459119496856,0,20.829999999999984,bsgarciac,0.0,3.0,4.0,2.0
574,Judgarciani,3,0.8571428571428572,0,71.66,Judgarciani,3.0,3.0,4.0,2.0
575,fffeelipe,3,0.858974358974359,0,120.82999999999998,fffeelipe,1.0,0.0,5.0,3.0
576,katherinsb,3,0.8611111111111112,0,293.33,katherinsb,1.0,2.0,4.0,2.0
577,sacastroc,3,0.8677248677248677,0,77.49999999999997,sacastroc,1.0,2.0,4.0,2.0
578,gabi04,3,0.8709677419354839,0,219.15999999999997,gabi04,0.0,0.0,5.0,2.0
579,Moimolcp,3,0.873015873015873,0,123.32999999999998,Moimolcp,1.0,1.0,5.0,1.0
580,leavendanoro,3,0.8761904761904762,0,180.82999999999998,leavendanoro,0.0,1.0,4.0,1.0
581,janoguerab,3,0.8771929824561404,0,194.15999999999997,janoguerab,3.0,3.0,4.0,2.0
582,jmcuestasb,3,0.8977272727272727,0,160.82999999999998,jmcuestasb,1.0,3.0,4.0,2.0
583,CamiloRueda,3,0.9375,0,243.32999999999998,CamiloRueda,3.0,3.0,6.0,1.0
584,mnguzmanc,3,0.9857681038091252,0,56.66,mnguzmanc,2.0,1.0,3.0,2.0
585,yocuervoc,4,0.0,0,313.33,yocuervoc,0.0,1.0,5.0,2.0
586,MogGy94,4,0.0,0,313.33,MogGy94,3.0,3.0,4.0,0.0
587,odprietoh,4,0.0,0,313.33,odprietoh,4.0,4.0,5.0,2.0
588,cap182,4,0.0,0,264.15999999999997,cap182,0.0,1.0,4.0,2.0
589,juanescai,4,0.0,0,263.33,juanescai,1.0,2.0,5.0,2.0
590,annipi,4,0.0,0,313.33,annipi,1.0,0.0,4.0,2.0
591,jdsolanos,4,0.0,0,313.33,jdsolanos,1.0,1.0,5.0,2.0
592,fmbernalb,4,0.0,0,313.33,fmbernalb,1.0,2.0,2.0,1.0
593,jcneivaa,4,0.0,0,313.33,jcneivaa,0.0,0.0,4.0,2.0
594,DglyP,4,0.04585987261146496,0,150.82999999999998,DglyP,1.0,3.0,4.0,3.0
595,mnguzmanc,4,0.2217225873400207,0,68.32999999999998,mnguzmanc,2.0,1.0,3.0,2.0
596,JoseMolano,4,0.5471698113207547,0,96.66,JoseMolano,1.0,5.0,4.0,4.0
597,jjrodriguezn,4,0.5714285714285714,0,181.66,jjrodriguezn,2.0,2.0,3.0,1.0
598,UNhcrodriguezl,4,0.5918367346938775,0,97.49999999999997,UNhcrodriguezl,3.0,3.0,5.0,3.0
599,camilo13152,4,0.5979381443298969,0,69.99999999999997,camilo13152,3.0,5.0,5.0,2.0
600,CristianLozano,4,0.625,0,165.82999999999998,,,,,
601,maikellPardoA,4,0.625,0,288.33,maikellPardoA,3.0,3.0,3.0,2.0
602,hsmartineza,4,0.6571428571428571,0,137.07999999999998,hsmartineza,0.0,1.0,3.0,2.0
603,juandavidro,4,0.6842105263157895,0,201.65999999999997,juandavidro,1.0,2.0,2.0,2.0
604,jdsuarezj,4,0.6883116883116883,0,36.65999999999997,jdsuarezj,1.0,3.0,3.0,2.0
605,pipemax85,4,0.6949152542372881,0,210.0,pipemax85,1.0,3.0,5.0,2.0
606,pcberriop,4,0.7394366197183099,0,147.49999999999997,pcberriop,0.0,1.0,3.0,2.0
607,NicolasZon,4,0.7692307692307692,0,225.82999999999998,NicolasZon,3.0,3.0,3.0,1.0
608,capinillab,4,0.7706422018348624,0,61.66,capinillab,0.0,0.0,0.0,0.0
609,lfvalderrama,4,0.7864077669902912,0,105.82999999999998,lfvalderrama,0.0,3.0,5.0,2.0
610,cdcordobaa,4,0.8461538461538461,0,122.49999999999997,cdcordobaa,2.0,4.0,5.0,2.0
611,camilo654,4,0.8596491228070176,0,69.99999999999997,camilo654,0.0,1.0,4.0,2.0
612,bsgarciac,4,0.8601036269430051,0,0.0,bsgarciac,0.0,3.0,4.0,2.0
613,sacastroc,4,0.8613861386138614,0,93.32999999999998,sacastroc,1.0,2.0,4.0,2.0
614,fffeelipe,4,0.867816091954023,0,120.41,fffeelipe,1.0,0.0,5.0,3.0
615,gabi04,4,0.8732394366197183,0,239.15999999999997,gabi04,0.0,0.0,5.0,2.0
616,Moimolcp,4,0.8768472906403941,0,192.5,Moimolcp,1.0,1.0,5.0,1.0
617,janoguerab,4,0.8771929824561404,0,214.15999999999997,janoguerab,3.0,3.0,4.0,2.0
618,Judgarciani,4,0.8778877887788779,0,70.82999999999998,Judgarciani,3.0,3.0,4.0,2.0
619,leavendanoro,4,0.8918918918918919,0,188.32999999999998,leavendanoro,0.0,1.0,4.0,1.0
620,jmcuestasb,4,0.9050632911392404,0,92.49999999999997,jmcuestasb,1.0,3.0,4.0,2.0
621,CamiloRueda,4,0.9375,0,243.32999999999998,CamiloRueda,3.0,3.0,6.0,1.0
622,katherinsb,4,0.9628282828282828,0,184.99999999999997,katherinsb,1.0,2.0,4.0,2.0
623,annumumozme,1,0.0,0,263.33,,,,,
624,kastellanos,1,0.0,1,329.17,kastellanos,5.0,5.0,5.0,3.0
625,bdvegat,1,0.0,2,260.0,bdvegat,1.0,2.0,4.0,1.0
626,Phoenixest,1,0.0,2,185.82999999999998,Phoenixest,0.0,1.0,3.0,1.0
627,juasmartinezbel,1,0.0,2,8.330000000000013,juasmartinezbel,0.0,5.0,5.0,2.0
628,idrojasf,1,0.0,2,52.5,idrojasf,1.0,1.0,4.0,4.0
629,raulramirezp,1,0.0,2,260.0,raulramirezp,1.0,2.0,5.0,2.0
630,fabianr23,1,0.0,2,55.0,fabianr23,5.0,4.0,5.0,2.0
631,jhriverasa,1,0.0,2,117.08000000000001,jhriverasa,1.0,3.0,2.0,2.0
632,jhonsd1996,1,0.0,2,160.0,jhonsd1996,3.0,4.0,4.0,2.0
633,JuanitoAli,1,0.0,2,160.0,JuanitoAli,1.0,1.0,5.0,2.0
634,Davsatu313,1,0.0,2,52.5,Davsatu313,0.0,3.0,5.0,2.0
635,cesarochoa2006,1,0.0,2,173.32999999999998,cesarochoa2006,0.0,1.0,6.0,0.0
636,jucjimenezmo,1,0.0,2,247.5,jucjimenezmo,0.0,0.0,3.0,2.0
637,kancas,1,0.0,2,222.5,kancas,0.0,0.0,5.0,2.0
638,Gantiva,1,0.0,2,144.17000000000002,Gantiva,2.0,4.0,3.0,2.0
639,Dandarprox,1,0.0,2,154.57999999999998,Dandarprox,0.0,1.0,4.0,2.0
640,Yelis3,1,0.0,2,28.330000000000013,Yelis3,1.0,4.0,6.0,3.0
641,leguzman,1,0.0,2,106.66999999999999,leguzman,0.0,2.0,5.0,2.0
642,luealfonsoru,1,0.0,2,105.83000000000001,luealfonsoru,3.0,4.0,4.0,2.0
643,oserasoa,1,0.0,2,205.82999999999998,oserasoa,4.0,3.0,3.0,1.0
644,CSebasGomez,1,0.0,2,260.0,CSebasGomez,3.0,3.0,5.0,2.0
645,tres-iqus,1,0.0,2,260.0,tres-iqus,1.0,1.0,4.0,0.0
646,jscontrerasp,1,0.0,2,260.0,jscontrerasp,1.0,1.0,4.0,0.0
647,annumumozme,2,0.0,0,144.17000000000002,,,,,
648,kastellanos,2,0.0,1,333.33,kastellanos,5.0,5.0,5.0,3.0
649,tres-iqus,2,0.0,2,317.5,tres-iqus,1.0,1.0,4.0,0.0
650,annumumozme,3,0.0,0,293.33,,,,,
651,kastellanos,3,0.0,1,345.83,kastellanos,5.0,5.0,5.0,3.0
652,tres-iqus,3,0.0,2,358.33,tres-iqus,1.0,1.0,4.0,0.0
653,annumumozme,4,0.0,0,313.33,,,,,
654,kastellanos,4,0.0,1,350.0,kastellanos,5.0,5.0,5.0,3.0
655,tres-iqus,4,0.0,2,358.33,tres-iqus,1.0,1.0,4.0,0.0
